la-maintained-school-eng	school-type	foundation-trust	school-federation
117231	1		
117232	1		
117233	1		
117234	1		
117235	1		
117236	1		
117237	1		
117238	1		
117239	1		
117240	1		
117241	1		
117242	1		
117243	1		
117244	1		
117245	1		
117246	1		
117247	1		
117248	1		
117249	1		
117250	1		
117251	1		
117252	1		
117253	1		
117254	1		
117255	1		
117256	1		
117257	1		
117258	1		
117259	1		
117260	1		
117261	1		
117262	1		
117263	1		
117264	1		
117265	1		
117266	1		
117267	1		
117268	1		
117269	1		
117270	1		
117271	1		
117272	1		
117273	1		
117274	1		
117275	1		
117276	1		
117277	1		
117278	1		
117279	1		
117280	1		
117281	1		
117282	1		
117283	1		
117284	1		
117285	1		
117286	1		
117287	1		
117288	1		
117289	1		
117290	1		
117291	1		
117292	1		
117293	1		
117294	1		
117295	1		
117296	1		
117297	1		
117298	1		
117299	1		
117300	1		
117301	1		
117302	1		
117303	1		
117304	1		
117305	1		
117306	1		
117307	1		
117308	1		
117309	1		
117310	1		
117311	1		
117312	1		
117313	1		
117314	1		
117315	1		
117316	1		
117317	1		
117318	1		
117319	1		
117320	1		
117321	1		
117322	1		
117323	1		
117324	1		
117325	1		
117326	1		
117327	1		
117328	1		
117329	1		
117330	1		
117331	1		
117332	1		
117333	1		
117334	1		
117335	1		
117336	1		
117337	1		
117338	1		
117339	1		
117340	1		
117341	1		
117342	1		
117343	1		
117344	1		
117345	1		
117346	1		
117347	1		
117348	1		
117349	1		
117350	1		
117351	1		
117352	1		
117353	1		
117354	1		
117355	1		
117356	1		
117357	1		
117358	1		
117359	1		
117360	1		
117361	1		
117362	1		
117363	1		
117364	1		
117365	1		
117366	1		
117367	1		
117368	1		
117369	1		
117370	1		
117371	1		
117372	1		
117373	1		
117374	1		
117375	1		
117376	1		
117377	1		
117378	1		
117379	1		
117380	1		
117381	1		
117382	3		
117383	3		
117384	3		
117385	3		
117386	3		
117387	3		
117388	3		
117389	3		
117390	3		
117391	3		
117392	3		
117393	3		
117394	3		
117395	3		
117396	3		
117397	3		
117398	3		
117399	3		
117400	3		
117401	3		
117402	3		
117403	3		
117404	3		
117405	3		
117406	3		
117407	3		
117408	3		
117409	3		
117410	3		
117411	3		
117412	3		
117413	3		
117414	3		
117415	3		
117416	3		
117417	2		
117418	2		
117419	2		
117420	2		
117421	2		
117422	2		
117423	2		
117424	2		
117425	2		
117426	2		
117427	2		
117428	2		
117429	2		
117430	2		
117431	2		
117432	2		
117433	2		
117434	2		
117435	2		
117436	2		
117437	2		
117438	2		
117439	2		
117440	2		
117441	2		
117442	2		
117443	2		
117444	2		
117445	2		
117446	2		
117447	2		
117448	2		
117449	2		
117450	2		
117451	2		
117452	2		
117453	2		
117454	2		
117455	2		
117456	2		
117457	2		
117458	2		
117459	2		
117460	2		
117461	2		
117462	2		
117463	2		
117464	2		
117465	2		
117466	2		
117467	2		
117468	2		
117469	2		
117470	2		
117471	2		
117472	2		
117473	2		
117474	2		
117475	2		
117476	2		
117477	2		
117478	2		
117479	2		
117480	2		
117481	2		
117482	2		
117483	2		
117484	2		
117485	2		
117486	2		
117487	2		
117488	2		
117489	2		
117490	2		
117491	2		
117492	2		
117493	2		
117494	2		
117495	2		
117496	2		
117497	2		
117498	2		
117499	5		
117500	5		
117501	5		
117502	1		
117503	1		
117504	5		
117505	1		
117506	1		
117507	1		
117508	1		
117509	1		
117510	1		
117511	5		
117512	1		
117513	1		
117514	1		
117515	1		
117516	1		
117517	1		
117518	5		
117519	5		
117520	5		
117521	1		
117522	1		
117523	1		
117524	1		
117525	1		
117526	1		
117527	1		
117528	1		
117529	5		
117530	1		
117531	1		
117532	1		
117533	1		
117534	1		
117535	1		
117536	5		
117537	1		
117538	1		
117539	1		
117540	5		
117541	1		
117542	1		
117543	1		
117544	1		
117545	1		
117546	1		
117547	1		
117548	1		
117549	5		
117550	1		
117551	5		
117552	1		
117553	3		
117554	3		
117555	2		
117556	2		
117557	2		
117558	2		
117559	2		
117560	2		
117561	2		
117562	5		
117563	2		
117564	2		
117565	5		
117566	5		
117567	5		
117568	5		
117569	2		
117570	5		
117571	2		
117572	5		
117573	2		
117574	5		
117575	2		
117576	2		
117577	5		
117578	5		
117579	2		
117580	5		
117581	5		
117582	5		
117583	5		
117584	2		
117585	2		
117586	5		
117587	5		
117588	5		
117589	2		
117590	2		
117591	5		
117592	5		
117593	2		
117594	2		
117595	2		
117596	5		
117597	5		
117598	5		
117599	5		
117663	7		
117664	12		
117666	7		
117667	7		
117668	7		
117669	7		
117670	7		
117671	12		
117672	7		
117673	12		
117674	7		
117675	7		
117676	7		
117677	7		
117678	7		
117679	7		
117680	7		
117681	7		
117682	7		
117683	7		
117684	7		
117685	7		
117686	7		
117687	7		
117688	7		
117689	7		
117690	7		
117691	7		
117692	15		
117693	15		
117694	15		
117695	15		
117696	15		
117697	15		
117698	15		
117699	15		
117700	15		
117701	14		
117702	14		
117703	14		
117704	14		
117705	14		
117706	14		
117707	14		
117709	2		
117710	14		
117711	14		
117712	1		
117713	1		
117714	1		
117715	1		
117716	5		
117717	1		
117718	1		
117719	1		
117720	1		
117721	5		
117722	1		
117723	1		
117724	1		
117725	1		
117726	1		
117727	1		
117728	1		
117729	1		
117730	1		
117731	1		
117732	1		
117733	1		
117734	1		
117735	1		
117736	1		The Goxhill and East Halton Schools' Federation
117737	1		The Goxhill and East Halton Schools' Federation
117738	1		
117739	1		
117740	1		
117741	1		
117742	1		
117743	1		
117744	1		
117745	1		
117746	1		
117747	1		
117748	1		
117749	1		
117750	1		
117751	1		
117752	1		
117753	1		
117754	1		
117755	1		
117756	1		Westcliffe and Priory Lane Federation
117757	1		
117758	1		
117759	1		
117760	1		
117761	1		
117762	1		
117763	1		
117764	1		
117765	1		
117766	1		
117767	1		
117768	1		
117769	1		
117770	1		
117771	1		
117772	1		
117773	1		
117774	1		
117775	1		
117776	1		
117777	1		
117778	1		
117779	1		
117780	1		
117781	1		
117782	1		
117783	1		
117784	1		
117785	1		
117786	1		
117787	1		
117788	1		
117789	1		
117790	1		
117791	1		
117792	1		
117793	1		
117794	1		
117795	1		
117796	1		
117797	5		
117798	1		
117799	1		
117800	1		
117801	1		
117802	1		
117803	1		
117804	1		
117805	1		
117806	1		
117807	5	The East Hull Co-Operative Trust	
117808	1		
117809	5		
117810	1		
117811	1		
117812	1		
117813	1		
117814	1		
117815	5		
117816	1		
117817	1		
117818	1		
117819	1		
117820	5	Pioneer Co-operative Trust	
117821	1		
117822	1		
117823	1		
117824	1		
117825	1		
117826	1		
117827	1		
117828	1		
117829	1		
117830	1		
117831	1		
117832	1		
117833	1		
117834	1		
117835	1		
117836	1		
117837	1		
117838	1		
117839	1		
117840	1		
117841	1		
117842	1		
117843	1		
117844	1		
117845	1		
117846	1		
117847	1		
117848	1		
117849	1		
117850	1		
117851	1		
117852	1		
117853	1		
117854	1		
117855	1		
117856	1		
117857	1		
117858	1		
117859	1		
117860	1		
117861	1		
117862	1		
117863	1		
117864	1		
117865	1		
117866	1		
117867	1		
117868	1		
117869	1		
117870	1		
117871	1		
117872	1		
117873	1		
117874	1		
117875	1		
117876	1		
117877	1		
117878	1		
117879	1		
117880	1		
117881	1		
117882	1		Hornsea Burton and Skipsea Federation
117883	1		
117884	1		
117885	1		
117886	1		
117887	1		
117888	1		
117889	1		
117890	1		
117891	1		
117892	1		
117893	1		
117894	1		
117895	1		
117896	1		
117897	1		
117898	1		
117899	1		
117900	1		
117901	1		
117902	1		
117903	1		
117904	1		
117905	1		
117906	1		
117907	1		
117908	1		
117909	1		
117910	1		
117911	1		
117912	1		
117913	1		
117914	5	The East Hull Co-Operative Trust	
117915	1		
117916	1		
117917	1		
117918	1		
117919	1		
117920	1		
117921	1		
117922	1		
117923	1		
117924	1		
117925	1		
117926	1		
117927	1		
117928	1		
117929	1		
117930	1		
117931	1		
117932	5		
117933	5	Pioneer Co-operative Trust	
117934	1		
117935	1		
117936	1		
117937	1		
117938	1		
117939	1		
117940	1		
117941	1		
117942	1		
117943	1		
117944	1		
117945	1		
117946	1		
117947	1		
117948	1		
117949	1		
117950	1		
117951	1		
117952	1		
117953	1		
117954	1		
117955	1		
117956	1		
117957	1		
117958	1		
117959	1		
117960	1		
117961	1		
117962	1		
117963	1		
117964	1		
117965	1		
117966	1		
117967	1		
117968	1		
117969	3		
117970	3		The Wolds Federation
117971	3		
117972	3		The Wolds Federation
117973	3		
117974	3		
117975	3		
117976	3		
117977	3		
117978	3		
117979	3		
117980	3		
117981	3		
117982	3		
117983	3		The Wolds Federation
117984	3		
117985	3		
117986	3		
117987	3		
117988	3		
117989	3		
117990	3		
117991	3		
117992	3		
117993	3		
117994	3		
117995	3		
117996	5		
117997	3		
117998	3		
117999	3		
118000	3		
118001	3		
118002	3		
118003	3		
118004	3		The Federation of St Barnabas and Kirmington CofE Primary
118005	3		
118006	3		
118007	3		
118008	3		
118009	3		
118010	3		
118011	3		
118012	3		
118013	3		
118014	3		The Federation of St Barnabas and Kirmington CofE Primary
118015	3		
118016	3		
118017	3		
118018	3		The Federation of St Martin's and West Butterwick Primary Schools
118019	3		
118020	3		
118021	3		
118022	3		
118023	3		
118024	3		
118025	3		
118026	3		
118027	3		
118028	3		
118029	3		
118030	3		
118031	2		
118032	2		
118033	2		
118034	2		
118035	2		
118036	2		
118037	2		The Federation of St Martin's and West Butterwick Primary Schools
118038	2		
118039	2		
118040	2		
118041	2		
118042	2		
118043	2		
118044	2		
118045	2		
118046	2		
118047	2		
118048	2		
118049	2		
118050	1		
118051	2		
118052	2		
118053	2		
118054	2		
118055	2		St Mary's College Federation
118056	2		
118057	2		
118058	2		
118059	2		
118060	1		
118061	1		
118062	1		
118063	1		
118064	1		
118065	1		
118066	5		
118067	1		
118068	1		
118069	1		
118070	1		
118071	1		
118072	1		
118073	1		
118074	1		
118075	1		
118076	1		
118077	1		
118078	1		
118079	1		
118080	1		
118081	1		
118082	1		
118083	1		
118084	1		
118085	1		
118086	1		
118087	1		
118088	1		
118089	1		
118090	1		
118091	5		
118092	1		
118093	1		
118094	5		
118095	5		
118096	1		
118097	1		
118098	1		
118099	1		
118100	1		
118101	5		
118102	1		
118103	5		
118104	1		
118105	1		
118106	5	West of Hull - Co-operative Learning Trust	
118107	1		
118108	5	The Pioneer Co-Operative Trust	
118109	1		
118110	1		
118111	3		
118112	3		
118113	3		
118114	3		
118115	2		
118116	2		
118117	2		St Mary's College Federation
118118	2		
118119	2		
118120	5		
118121	5		
118122	5		
118138	7		
118139	7		
118140	7		
118141	7		
118142	7		
118143	7		
118144	7		
118145	7		
118146	7		
118147	7		
118148	7		
118149	7		
118150	7		
118151	7		
118152	7		
118153	14		
118154	14		
118155	1		The Stenbury Schools
118156	1		
118157	1		
118158	1		
118159	1		The Stenbury Schools
118160	1		
118161	1		The Federation of Nettlestone Primary and Newchurch Primary School
118162	1		The Federation of Nettlestone Primary and Newchurch Primary School
118163	1		
118164	1		
118165	1		
118166	1		
118167	1		
118168	1		
118169	1		
118170	1		
118171	1		
118172	1		
118173	1		The Stenbury Schools
118174	1		
118175	1		
118176	1		
118177	1		
118178	1		
118179	1		
118180	2		Federation of Arreton St George's CE Controlled and Oakfield CE Aided Primaries
118181	3		
118182	3		
118183	3		Federation of Carisbrooke CE and Newport CE Primaries
118184	3		
118185	3		
118186	3		
118187	3		
118188	3		The Federation of Shalfleet and Yarmouth Church Schools
118189	3		
118190	3		
118191	3		
118192	2		
118193	2		Federation of Arreton St George's CE Controlled and Oakfield CE Aided Primaries
118194	2		The Federation of Shalfleet and Yarmouth Church Schools
118195	2		The Federation of St Mary's and St Thomas of Canterbury Catholic Primary
118196	2		
118197	2		
118198	2		
118199	2		The Federation of St Mary's and St Thomas of Canterbury Catholic Primary
118200	2		Federation of Carisbrooke CE and Newport CE Primaries
118201	1		
118202	1		
118203	1		
118204	1		
118205	1		
118206	1		
118207	1		
118208	1		
118209	1		
118210	1		
118211	1		
118212	1		
118213	1		
118214	1		
118215	5		
118216	1		
118217	5	Medina Innovation Trust AKA Island Innovation Trust	
118218	3		
118219	3		
118220	2		
118221	2		
118227	7		
118228	7		
118229	15		
118230	14		
118231	14		
118232	14		
118233	14		
118234	14		
118235	14		
118236	14		
118237	14		
118238	14		
118239	14		
118240	14		
118241	14		
118242	14		
118243	14		
118244	14		
118245	1		
118246	1		
118247	1		
118248	1		
118249	1		
118250	1		
118251	1		
118252	1		
118253	1		
118254	1		
118255	5		
118256	1		
118257	1		
118258	1		
118259	1		
118260	1		
118261	1		
118262	1		
118263	1		
118264	1		
118265	1		
118266	1		
118267	1		
118268	1		
118269	1		
118270	1		
118271	1		
118272	1		
118273	1		
118274	1		
118275	1		
118276	1		
118277	1		
118278	1		
118279	1		
118280	1		
118281	1		
118282	1		
118283	1		
118284	1		
118285	1		
118286	1		
118287	1		
118288	1		
118289	1		
118290	1		
118291	1		
118292	1		
118293	1		
118294	1		
118295	1		
118296	1		
118297	1		
118298	1		
118299	1		
118300	1		
118301	1		
118302	1		
118303	1		
118304	1		
118305	1		
118306	1		
118307	1		
118308	1		
118309	1		
118310	1		
118311	1		
118312	1		
118313	1		
118314	1		
118315	1		
118316	1		
118317	1		
118318	1		
118319	1		
118320	1		
118321	1		
118322	1		
118323	1		
118324	1		
118325	1		
118326	1		
118327	1		
118328	1		
118329	1		
118330	1		
118331	1		
118332	1		
118333	1		
118334	1		
118335	1		
118336	1		
118337	1		
118338	1		
118339	1		
118340	1		
118341	1		The Federation of Lower Halstow Primary and Newington CofE Primary School
118342	1		
118343	1		
118344	1		
118345	1		
118346	1		
118347	1		
118348	1		Sheerness West Federation
118349	1		
118350	1		
118351	1		
118352	1		
118353	1		
118354	1		
118355	1		
118356	1		
118357	1		
118358	1		
118359	1		
118360	1		
118361	1		The Federation of Chislet CE and Hoath Primary Schools
118362	1		
118363	1		
118364	1		
118365	1		
118366	1		
118367	1		
118368	1		
118369	1		
118370	1		
118371	5		
118372	1		
118373	1		
118374	1		
118375	1		
118376	1		
118377	1		
118378	1		
118379	1		
118380	1		
118381	1		
118382	1		The Federation of Tenterden Infant and Tenterden CofE Junior School
118383	1		
118384	1		
118385	5		
118386	1		
118387	1		
118388	1		
118389	1		
118390	1		
118391	1		
118392	1		
118393	1		
118394	1		
118395	1		
118396	1		
118397	1		
118398	1		
118399	1		The Federation of Sibertswold Church of England and Eythorne Elvington
118400	1		
118401	1		The Federation of Preston and Wingham
118402	1		
118403	1		The Federation of Preston and Wingham
118404	1		
118405	1		
118406	1		
118407	1		
118408	1		
118409	1		
118410	1		
118411	1		
118412	1		
118413	1		
118414	1		
118415	1		
118416	1		
118417	1		
118418	1		
118419	1		
118420	1		Featherby Federation
118421	1		Featherby Federation
118422	1		
118423	1		
118424	1		
118425	1		
118426	1		
118427	1		
118428	1		
118429	1		
118430	1		
118431	1		
118432	1		
118433	1		
118434	5		
118435	1		
118436	1		
118437	1		
118438	1		Sheerness West Federation
118439	1		
118440	1		
118441	1		
118442	1		The Horsted Federation
118443	1		
118444	1		
118445	1		
118446	1		
118447	1		
118448	1		
118449	1		
118450	1		
118451	1		
118452	1		
118453	1		
118454	1		
118455	1		The Unitas Collaboration
118456	1		
118457	1		
118458	1		
118459	1		
118460	1		
118461	1		
118462	1		
118463	1		
118464	1		
118465	1		
118466	1		
118467	1		
118468	1		
118469	1		
118470	1		The Federation of Bligh Infant and Junior Schools
118471	1		
118472	1		
118473	1		
118474	1		
118475	1		
118476	1		
118477	1		The Horsted Federation
118478	1		
118479	1		
118480	5		
118481	1		
118482	1		
118483	1		The Unitas Collaboration
118484	1		
118485	1		
118486	1		
118487	1		
118488	1		
118489	1		
118490	1		
118491	1		
118492	1		
118493	1		
118494	1		The Colliers Vale Federation
118495	1		
118496	1		
118497	1		
118498	1		
118499	1		
118500	1		The Federation of Bligh Infant and Junior Schools
118501	1		
118502	1		
118503	1		
118504	1		
118505	1		
118506	5		
118507	1		
118508	1		
118509	1		
118510	1		
118511	1		
118512	1		
118513	1		
118514	1		
118515	1		
118516	1		
118517	1		
118518	1		
118519	1		
118520	1		
118521	1		
118522	1		
118523	1		
118524	1		
118525	1		
118526	1		
118527	1		
118528	1		
118529	1		
118530	1		
118531	1		
118532	1		
118533	1		
118534	1		
118535	1		
118536	1		
118537	1		
118538	1		
118539	1		
118540	1		
118541	1		
118542	1		
118543	1		
118544	1		
118545	1		
118546	1		
118547	1		
118548	1		
118549	1		
118550	1		
118551	1		
118552	1		
118553	1		
118554	1		
118555	1		
118556	5	Rochester Learning Trust	
118557	1		
118558	1		
118559	1		
118560	1		
118561	1		
118562	1		
118563	1		The Colliers Vale Federation
118564	1		
118565	1		
118566	1		
118567	1		
118568	1		
118569	5		
118570	1		
118571	1		
118572	1		
118573	1		
118574	1		
118575	5		Tonbridge Federation
118576	1		
118577	1		
118578	1		
118579	1		
118580	1		
118581	1		
118582	1		
118583	1		
118584	1		
118585	1		Ifield School & King's Farm Primary School Federation
118586	1		
118587	1		
118588	1		
118589	1		
118590	3		
118591	3		
118592	3		
118593	3		
118594	3		
118595	2		
118596	3		
118597	3		
118598	3		
118599	3		
118600	3		
118601	3		
118602	3		
118603	3		
118604	3		
118605	3		
118606	3		
118607	2		
118608	3		
118609	3		
118610	3		
118611	3		
118612	3		
118613	3		
118614	3		
118615	3		
118616	3		
118617	3		
118618	3		
118619	3		
118620	3		
118621	3		
118622	3		
118623	3		
118624	3		
118625	3		The St Michael's Federation
118626	3		The St Michael's Federation
118627	3		
118628	3		
118629	3		
118630	3		
118631	3		
118632	2		
118633	3		
118634	3		
118635	3		
118636	3		
118637	3		
118638	3		
118639	3		
118640	3		
118641	3		
118642	3		
118643	3		
118644	3		
118645	3		
118646	3		
118647	3		
118648	3		
118649	3		The Federation of Lower Halstow Primary and Newington CofE Primary School
118650	3		
118651	3		
118652	3		
118653	3		
118654	3		
118655	3		The Federation of Chislet CE and Hoath Primary Schools
118656	3		
118657	3		
118658	3		
118659	3		
118660	3		
118661	3		
118662	3		
118663	3		
118664	3		
118665	3		
118666	3		
118667	3		
118668	3		
118669	3		
118670	3		
118671	3		The Federation of Tenterden Infant and Tenterden CofE Junior School
118672	3		
118673	3		The Federation of Bodsham Church of England Primary School and Saltwood Church of England Primary School
118674	3		
118675	3		
118676	3		
118677	3		
118678	3		
118679	3		
118680	3		
118681	3		
118682	3		
118683	3		
118684	3		The Federation of The Downs and Northbourne Church of England Primary
118685	3		
118686	3		
118687	3		
118688	3		
118689	3		The Federation of The Downs and Northbourne Church of England Primary
118690	3		
118691	3		The Federation of Sibertswold Church of England and Eythorne Elvington
118692	3		
118693	3		
118694	3		
118695	3		
