la-maintained-school-eng	school-type	foundation-trust	school-federation
114964	1		
114965	1		
114966	1		
114967	1		
114968	1		The Hall Green Federation
114969	1		
114970	1		
114971	1		
114972	1		
114973	1		
114974	1		
114975	1		
114976	1		
114977	1		
114978	1		
114979	1		
114980	1		
114981	1		
114982	1		
114983	1		
114984	1		
114985	1		
114986	1		
114987	1		
114988	1		
114989	1		
114990	1		
114991	1		
114992	1		
114993	1		
114994	1		
114995	1		
114996	1		
114997	1		
114998	1		
114999	1		
115000	1		
115001	1		
115002	1		
115003	1		
115004	1		
115005	1		
115006	1		
115007	1		
115008	1		
115009	1		
115010	5		
115011	1		
115012	1		
115013	1		
115014	5		
115015	1		
115016	5	The Harlow Education Trust	
115017	1		
115018	1		
115019	1		
115020	1		
115021	1		
115022	1		
115023	1		
115024	1		
115025	1		
115026	1		
115027	1		
115028	1		
115029	1		
115030	1		
115031	1		
115032	1		
115033	1		
115034	1		
115035	1		
115036	1		
115037	1		
115038	1		
115039	5	Billericay Community Trust	
115040	5		
115041	1		
115042	1		
115043	1		
115044	1		
115045	1		
115046	1		
115047	1		
115048	1		
115049	1		
115050	1		
115051	1		
115052	1		
115053	1		
115054	1		
115055	1		
115056	1		
115057	1		
115058	1		
115059	1		
115060	1		
115061	5	The Harlow Education Trust	
115062	1		
115063	1		
115064	3		
115065	3		
115066	3		
115067	3		
115068	3		
115069	3		
115070	3		
115071	3		
115072	3		
115073	3		
115074	3		
115075	3		
115076	3		
115077	3		
115078	3		
115079	3		
115080	3		
115081	3		
115082	3		
115083	3		
115084	3		
115085	3		
115086	3		
115087	3		
115088	3		
115089	3		
115090	3		Federation of Canewdon Endowed (CofE) VC Primary School and St. Nicholas CofE (VC) Primary Schools
115091	3		Federation of Canewdon Endowed (CofE) VC Primary School and St. Nicholas CofE (VC) Primary Schools
115092	3		
115093	5		
115094	3		
115095	3		
115096	3		
115097	3		
115098	3		
115099	3		
115100	3		
115101	3		
115102	5		
115103	3		
115104	3		
115105	3		
115106	3		
115107	3		
115108	3		
115109	3		
115110	3		
115111	3		
115112	3		
115113	3		
115114	3		
115115	3		
115116	3		
115117	3		
115118	3		
115119	3		
115120	3		
115121	3		
115122	3		
115123	3		
115124	3		
115125	3		
115126	3		
115127	3		
115128	3		
115129	3		
115130	2		Federation of Farnham & Rickling C of E
115131	2		
115132	2		
115133	2		
115134	2		
115135	2		
115136	2		
115137	2		
115138	2		
115139	2		
115140	2		
115141	2		
115142	2		
115143	2		
115144	2		
115145	2		
115146	2		
115147	2		
115148	2		
115149	2		
115150	2		
115151	2		
115152	2		
115153	2		
115154	2		
115155	2		
115156	2		
115157	2		
115158	2		
115159	2		
115160	2		
115161	2		
115162	2		
115163	2		
115164	2		
115165	2		
115166	2		
115167	2		
115168	2		
115169	2		
115170	2		
115171	2		
115172	2		
115173	2		
115174	2		
115175	2		
115176	2		
115177	2		
115178	2		
115179	2		
115180	2		
115181	2		
115182	2		
115183	2		
115184	2		
115185	2		
115186	2		
115187	2		
115188	2		
115189	2		Federation of Farnham & Rickling C of E
115190	2		
115191	2		
115192	2		
115193	2		
115194	2		
115195	2		
115196	2		
115197	2		
115198	2		
115199	2		
115200	2		
115201	2		
115202	2		
115203	2		
115204	2		
115205	2		
115206	5		
115207	5		
115208	1		
115209	1		
115210	1		
115211	1		
115212	1		
115213	5	The Harlow Education Trust	
115214	1		
115215	1		
115216	5		
115217	1		
115218	5		
115219	5		
115220	5		
115221	1		
115222	1		
115223	1		
115224	1		
115225	1		
115226	1		
115227	1		
115228	1		
115229	1		
115230	1		
115231	1		
115232	5		
115233	1		
115234	1		
115235	1		
115236	3		
115237	2		
115238	2		
115239	2		
115240	5		
115241	5		
115242	5		
115243	5		
115244	5		
115245	5		
115246	5		
115247	2		
115248	2		
115249	5		
115250	5		
115251	5		
115252	5		
115253	5		
115254	5		
115255	5		
115256	5		
115257	5		
115258	2		
115259	2		
115260	5		
115261	5		
115262	5		
115263	2		
115264	5		
115265	5		
115266	5		
115267	5		
115268	5		
115269	5		
115270	5		
115271	5		
115272	5		
115273	5		
115274	2		
115275	5		
115276	5	Billericay Community Trust	
115277	5		
115278	5		
115279	5		
115280	5		
115281	2		
115282	5		
115283	5		
115284	5		
115285	5		
115286	5		
115287	5		
115288	5		
115289	2		
115290	2		
115291	5		
115292	5		
115293	2		
115294	5		
115295	2		
115296	5		
115297	2		
115298	5		
115299	5		
115300	5		
115301	1		
115302	5		
115303	5		
115304	5		
115305	5		
115306	5		
115307	2		
115308	5		
115309	5		
115310	5		
115311	5		
115312	5		
115313	5		
115314	5		
115315	5		
115316	5		
115317	5		
115318	5		
115319	5		
115320	5		
115321	5		
115322	5		
115323	5		
115324	5		
115325	5		
115326	5		
115327	5		
115328	5		
115329	5		
115330	5		
115331	5		
115332	5		
115333	5		
115334	5		
115335	5		
115336	5		
115337	5		
115338	5		
115339	5		
115340	5		
115341	5		
115342	2		
115343	5		
115344	5		
115345	5		
115346	5		
115347	5		
115348	5		
115349	5		
115350	5		
115351	5		
115352	5		
115353	5		
115354	5		
115355	5		
115356	5		
115357	5		
115358	5		
115359	5		
115360	5		
115361	5		
115362	5		
115363	2		
115364	5		
115365	5		
115366	5		
115367	5		
115368	5		
115369	5		
115370	5		
115371	5		
115372	5		
115373	5		
115374	2		
115375	5		
115376	5		
115377	2		
115378	5		
115379	5		
115380	5		
115381	2		
115382	2		
115383	5		
115384	5		
115385	12		
115442	7		
115443	7		
115444	7		
115445	7		
115446	7		
115449	7		
115450	7		
115451	7		
115452	7		
115453	7		
115454	7		
115455	7		
115456	7		
115457	12		
115458	7		
115459	7		
115460	7		
115461	7		
115462	12		
115463	7		
115464	7		
115465	7		
115467	7		
115468	7		
115469	7		
115470	7		
115471	7		
115472	7		
115473	7		
115474	7		
115475	7		
115476	7		
115477	7		
115478	14		
115479	14		
115480	14		
115481	1		
115482	1		
115483	1		
115484	1		
115485	1		
115486	1		
115487	1		
115488	1		
115489	1		
115490	1		
115491	1		
115492	5	The South Gloucester Learning Trust	
115493	1		
115494	1		
115495	1		
115496	1		
115497	1		
115498	1		
115499	1		
115500	1		
115501	1		
115502	1		Blakeney and Pillowell Federation
115503	1		
115504	1		
115505	1		
115506	1		
115507	1		
115508	1		
115509	1		
115510	1		
115511	1		
115512	1		
115513	1		
115514	1		
115515	1		
115516	1		
115517	1		
115518	1		
115519	1		
115520	1		
115521	1		
115522	1		
115523	1		
115524	1		
115525	1		
115526	1		
115527	1		
115528	1		
115529	1		
115530	1		
115531	1		
115532	1		
115533	1		
115534	1		
115535	1		
115536	1		
115537	1		
115538	1		
115539	1		
115540	1		
115541	1		
115542	1		
115543	1		
115544	1		
115545	1		
115546	1		
115547	1		
115548	1		
115549	5	The Lakers Family Co-operative College	
115550	1		
115551	1		
115552	1		
115553	1		
115554	1		Blakeney and Pillowell Federation
115555	1		
115556	1		
115557	1		
115558	1		
115559	1		
115560	1		
115561	1		
115562	1		
115563	1		
115564	1		
115565	1		
115566	1		
115567	1		
115568	1		
115569	1		
115570	1		
115571	1		
115572	1		
115573	1		
115574	1		
115575	1		
115576	1		
115577	1		
115578	1		
115579	1		
115580	1		
115581	1		
115582	1		
115583	1		
115584	1		
115585	1		
115586	1		
115587	1		
115588	1		
115589	1		
115590	1		
115591	1		
115592	1		
115593	1		
115594	1		
115595	1		
115596	1		
115597	1		
115598	1		
115599	1		
115600	1		
115601	1		
115602	1		
115603	1		
115604	1		
115605	3		
115606	3		
115607	3		
115608	3		
115609	3		The North Cotswold School Federation
115610	3		
115611	3		
115612	3		
115613	3		
115614	3		
115615	3		
115616	3		
115617	3		
115618	3		
115619	3		
115620	3		
115621	3		
115622	3		
115623	3		
115624	3		
115625	3		
115626	3		
115627	3		
115628	3		
115629	3		
115630	3		
115631	3		
115632	3		The North Cotswold School Federation
115633	3		
115634	3		
115635	3		
115636	3		
115637	3		
115638	3		
115639	3		The Wye Forest Federation
115640	3		
115641	3		
115642	3		
115643	3		
115644	3		
115645	3		
115646	3		
115647	3		
115648	3		
115649	3		
115650	3		
115651	3		
115652	3		The North Cotswold School Federation
115653	3		
115654	3		
115655	3		
115656	3		
115657	3		
115658	3		
115659	3		
115660	3		
115661	3		
115662	3		
115663	3		
115664	3		
115665	3		
115666	3		
115667	3		
115668	3		
115669	3		
115670	3		
115671	2		
115672	2		
115673	2		
115674	2		
115675	2		
115676	2		
115677	2		
115678	2		
115679	2		
115680	2		
115681	2		
115682	2		
115683	2		
115684	2		
115685	2		
115686	2		
115687	2		
115688	2		
115689	2		
115690	2		
115691	2		
115692	2		
115693	2		
115694	2		
115695	2		
115696	2		
115697	2		The Wye Forest Federation
115698	2		
115699	2		
115700	2		
115701	2		
115702	2		
115703	2		
115704	2		
115705	2		
115706	2		
115707	2		
115708	2		
115709	2		
115710	2		
115711	2		
115712	2		
115713	2		
115714	2		
115715	2		
115716	2		
115717	1		
115718	5		
115719	1		
115720	5		
115721	5	The South Gloucester Learning Trust	
115722	5		
115723	1		
115724	5	The Vale of Berkeley Co-operative Learning Trust	
115725	1		
115726	1		
115727	5		
115728	3		
115729	2		
115730	5		
115731	2		
115732	5		
115733	5		The Federation of Newent Schools
115734	2		
115735	5		
115736	5		
115737	5		
115738	5		
115739	5		
115740	5		
115741	5		The Federation of Newent Schools
115742	5		
115743	2		
115744	5		
115745	2		
115746	5		
115747	5		
115748	5		
115749	5		
115750	5		
115751	5		
115752	5		
115753	5		
115754	2		
115755	5		
115756	5		
115757	2		
115758	5		
115759	5		
115760	5		
115761	5		
115762	5		
115763	5		
115764	5		
115765	5		
115766	5		
115767	2		
115768	5		
115769	5		
115770	5		
115771	5		
115772	5		
115773	5		
115774	5		
115775	5		
115776	5		
115777	5		
115778	5		
115779	5		
115811	7		
115812	7		
115814	7		
115815	7		
115816	7		
115817	7		
115818	7		
115819	7		
115820	7		
115821	7		
115822	7		
115823	7		
115824	7		
115825	7		
115826	7		
115827	7		
115828	7		
115829	15		
115830	15		
115831	15		
115832	15		
115833	14		
115834	14		
115835	14		
115836	14		
115837	14		
115838	14		
115839	14		
115840	14		
115841	14		
115842	14		
115843	14		
115844	14		
115845	14		
115846	14		
115847	14		
115848	14		
115849	7		
115850	1		
115851	1		
115852	1		The Federation of Balksbury Infant and Junior School
115853	1		
115854	1		
115855	1		
115856	1		Federation of Wellow School and Awbridge Primary School
115857	1		
115858	1		Federation of Winklebury Infant and Junior Schools
115859	1		
115860	1		
115861	1		
115862	1		
115863	1		
115864	1		
115865	1		
115866	1		
115867	1		
115868	1		
115869	1		
115870	1		Federation of Burley and Sopley Primary Schools
115871	1		
115872	1		
115873	1		
115874	1		
115875	1		
115876	1		
115877	1		
115878	1		
115879	1		
115880	1		Crofton Anne Dale Federation
115881	1		
115882	1		The Federation of Denmead Infand and Junior School
115883	1		The Federation of Wildground Infant and Junior Schools
115884	1		The Federation of Fryern Infant and Junior Schools
115885	1		The Federation of Wildground Infant and Junior Schools
115886	1		
115887	1		
115888	1		
115889	1		
115890	1		
115891	1		
115892	1		
115893	1		
115894	1		
115895	1		
115896	1		
115897	1		
115898	1		
115899	1		
115900	1		Breamore Hale Federation
115901	1		
115902	1		
115903	1		
115904	1		
115905	1		
115906	1		
115907	1		
115908	1		The Federation of riders Infant and Junior Schools
115909	1		The Federation of riders Infant and Junior Schools
115910	1		
115911	1		The Federation of Trosnant Schools
115912	1		The Federation of Trosnant Schools
115913	1		
115914	1		
115915	1		
115916	1		
115917	1		
115918	1		
115919	1		
115920	1		
115921	1		
115922	1		
115923	1		
115924	1		
115925	1		
115926	1		
115927	1		
115928	1		
115929	1		
115930	1		
115931	1		
115932	1		
115933	1		
115934	1		
115935	1		The Federation of Northern Infant and Junior Schools
115936	1		
115937	1		
115938	1		
115939	1		Federation of Springwood Infant and Springwood Junior Schools
115940	1		
115941	1		
115942	1		
115943	1		
115944	1		
115945	1		
115946	1		
115947	1		
115948	1		Federation of Burley and Sopley Primary Schools
115949	1		
115950	1		
115951	1		
115952	1		
115953	1		
115954	1		The Federation of Hazel Wood Infant School and Lydlynch Infant School
115955	1		
115956	1		
115957	1		
115958	1		
115959	1		Federation of Wellow School and Awbridge Primary School
115960	1		
115961	1		
115962	1		
115963	1		
115964	1		
115965	1		
115966	1		
115967	1		Crofton Anne Dale Federation
115968	1		The Federation of Fryern Infant and Junior Schools
115969	1		
115970	1		
115971	1		Federation of Winklebury Infant and Junior Schools
115972	1		
115973	1		
115974	1		
115975	1		
115976	1		
115977	1		
115978	1		
115979	1		
115980	1		
115981	1		
115982	1		
115983	1		
115984	1		
115985	1		
115986	1		
115987	1		
115988	1		
115989	1		
115990	1		
115991	5		
115992	1		
115993	1		
115994	1		
115995	1		
115996	1		
115997	1		
115998	1		
115999	1		
116000	1		
116001	1		
116002	1		
116003	1		
116004	1		
116005	1		
116006	1		
116007	1		
116008	1		
116009	1		
116010	1		
116011	1		
116012	1		
116013	1		
116014	1		
116015	1		
116016	1		
116017	1		
116018	1		
116019	1		
116020	1		
116021	1		
116022	1		
116023	1		
116024	1		
116025	1		
116026	1		The Discovery Federation
116027	1		Bursledon Federation of Schools
116028	1		
116029	1		
116030	1		The Federation of Northern Infant and Junior Schools
116031	1		
116032	1		Federation of Wellow School and Awbridge Primary School
116033	1		
116034	1		
116035	1		
116036	1		
116037	1		
116038	1		The Discovery Federation
116039	1		
116040	1		
116041	1		
116042	1		
116043	1		The Federation of Denmead Infand and Junior School
116044	1		
116045	1		
116046	1		
116047	1		
116048	1		
116049	1		
116050	1		
116051	1		
116052	1		
116053	1		
116054	1		
116055	1		
116056	1		The Federation of Liphook Infant and Junior Schools
116057	1		
116058	1		
116059	1		
116060	1		
116061	1		
116062	1		
116063	1		The Federation of Balksbury Infant and Junior School
116064	1		
116065	1		
116066	1		
116067	1		Federation of Springwood Infant and Springwood Junior Schools
116068	1		
116069	1		
116070	1		
116071	1		
116072	1		
116073	1		
116074	1		
116075	1		
116076	1		
116077	1		
116078	1		
116079	1		
116080	1		
116081	1		
116082	1		
116083	1		
116084	1		
116085	1		
116086	1		
116087	1		
116088	1		
116089	1		
116090	1		
116091	1		
116092	1		
116093	1		
116094	1		
116095	1		
116096	1		
116097	1		
116098	1		
116099	1		
116100	1		
116101	1		
116102	1		
116103	5	Regents Park Learning Trust	
116104	5		
116105	5		
116106	1		
116107	1		
116108	1		
116109	1		
116110	1		
116111	5	Southampton Education Trust	
116112	5	Southampton Education Trust	
116113	1		
116114	1		
116115	1		
116116	5	Regents Park Learning Trust	
116117	1		
116118	1		
116119	1		
116120	1		
116121	1		
116122	1		
116123	1		
116124	1		
116125	1		
116126	5		
116127	1		
116128	1		
116129	5		
116130	5	The Upper Shirley Learning Community Trust	
116131	1		
116132	1		
116133	5	Southampton Education Trust	
116134	1		
116135	1		
116136	1		
116137	1		
116138	1		
116139	1		
116140	1		
116141	1		
116142	1		
116143	1		
116144	1		
116145	1		
116146	1		
116147	1		
116148	1		
116149	1		
116150	1		
116151	1		
116152	1		
116153	1		
116154	1		
116155	1		
116156	1		
116157	1		
116158	1		
116159	1		
116160	1		
116161	1		
116162	1		
116163	1		
116164	1		
116165	1		
116166	1		
116167	1		
116168	1		
116169	1		
116170	1		
116171	1		
116172	1		The Federation of Siskin Infant and Nursery School & Siskin Junior School
116173	1		
116174	1		The Federation of Siskin Infant and Nursery School & Siskin Junior School
116175	1		
116176	1		
116177	1		
116178	1		
116179	1		
116180	1		
116181	1		
116182	1		
116183	1		
116184	1		
116185	1		
116186	1		
116187	1		
116188	1		
116189	1		
116190	1		
116191	1		
116192	1		
116193	1		
116194	1		
116195	1		
116196	1		
116197	1		
116198	1		
116199	1		
116200	1		
116201	1		
116202	1		
116203	1		
116204	1		
116205	1		
116206	1		
116207	1		
116208	1		
116209	1		
116210	1		
116211	1		
116212	1		
116213	1		
116214	1		
116215	1		
116216	1		
116217	1		
116218	1		
116219	1		
116220	1		
116221	1		
116222	1		
116223	1		
116224	1		
116225	1		
116226	1		
116227	1		
116228	1		
116229	1		
116230	1		
116231	1		
116232	1		
116233	1		
116234	1		The Federation of Belle Vue Infants and Newport Junior Schools
116235	1		The Federation of Belle Vue Infants and Newport Junior Schools
116236	1		
116237	1		
116238	1		
116239	1		
116240	1		
116241	1		
116242	1		
116243	1		The Federation of Hazel Wood Infant School and Lydlynch Infant School
116244	1		
116245	1		
116246	1		
116247	1		
116248	1		
116249	1		
116250	1		
116251	1		
116252	1		
116253	1		
116254	1		
116255	1		
116256	1		
116257	1		
116258	1		
116259	1		
116260	1		
116261	5	Regents Park Learning Trust	
116262	1		
116263	1		
116264	1		
116265	1		
116266	3		
116267	3		
116268	3		The Federation of Ampfield and John Keble CE Primary Schools
116269	3		
116270	3		The Dever Valley Federation
116271	3		
116272	3		
116273	3		
116274	3		
116275	3		Breamore Hale Federation
116276	3		
116277	3		Bursledon Federation of Schools
116278	3		
116279	3		
116280	3		
116281	3		
116282	3		The Oaks CE Learning Federation
116283	3		
116284	3		
116285	3		
116286	3		
116287	3		
116288	3		
116289	3		
116290	3		
116291	3		
116292	3		
116293	3		
116294	3		
116295	3		
116296	3		
116297	3		
116298	3		
116299	3		
116300	3		
116301	3		
116302	3		The Oaks CE Learning Federation
116303	3		
116304	3		
116305	3		
116306	3		
116307	3		
116308	3		
116309	3		
116310	3		
116311	3		
116312	3		
116313	3		
116314	3		
116315	3		
116316	3		
116317	3		
116318	3		
116319	3		
116320	3		
116321	3		
116322	3		
116323	3		
116324	3		
116325	3		
116326	3		
116327	3		
116328	3		
116329	3		
116330	3		The Federation of Liphook Infant and Junior Schools
116331	3		
116332	3		
116333	3		
116334	3		Leesland Schools Federation
116335	3		Leesland Schools Federation
116336	3		
116337	3		
116338	3		
116339	3		
116340	3		
116341	3		
116342	3		
116343	3		
116344	3		
116345	3		
116346	3		
116347	3		
116348	2		
116349	2		
116350	2		
116351	2		
116352	2		
116353	2		
116354	2		
116355	2		
116356	2		
116357	2		
116358	2		
116359	2		
116360	2		
116361	2		The Federation of Ampfield and John Keble CE Primary Schools
116362	2		
116363	2		
116364	2		
116365	2		
116366	2		The Oaks CE Learning Federation
116367	3		
116368	2		
116369	2		
116370	2		
116371	2		
116372	2		
116373	2		
116374	2		
116375	2		
116376	2		
116377	2		
116378	2		
116379	2		
116380	2		
116381	2		
116382	2		
116383	2		
116384	2		
116385	2		
116386	2		
116387	2		
116388	2		
116389	2		
116390	2		
116391	2		
116392	2		
116393	2		
116394	2		
116395	2		
116396	2		
116397	2		
116398	2		
116399	2		
116400	2		
116401	2		
116402	2		
116403	2		
116404	1		
116405	1		
116406	5		
116407	1		
116408	1		
116409	1		
116410	5		
116411	1		
116412	1		
116413	1		
116414	5		
116415	1		
116416	1		
116417	5		
116418	1		
116419	1		
116420	1		
116421	1		
116422	1		
116423	5		
116424	1		
116425	1		
116426	1		
116427	1		
116428	5		
116429	1		
116430	1		
116431	1		
116432	1		
116433	1		
116434	5		
116435	1		
116436	1		
116437	1		
116438	1		
116439	1		
116440	1		
116441	1		
116442	1		
116443	1		
116444	1		
116445	1		
116446	5		
116447	1		
116448	1		
116449	1		
116450	5	Regents Park Learning Trust	
116451	1		
116452	1		
116453	1		
116454	5	Southampton Education Trust	
116455	1		
116456	1		
116457	5		
116458	1		
116459	1		
116460	1		
116461	1		
116462	5	The King Richard School Trust	
116463	1		
116464	1		
116465	1		
116466	1		
116467	1		
116468	1		
116469	1		
116470	1		
116471	1		
116472	5		
116473	1		
116474	5		
116475	1		
116476	1		
116477	3		
116478	2		
116479	2		
116480	5		
116481	5		
116482	5		
116483	5		
116484	2		
116485	5		
116486	2		
116487	2		
116488	5		
116489	2		
116490	5		
116491	5		
116492	2		
116493	5		
116494	5		
116495	5		
116496	5		
116497	5	The City of Portsmouth Boys' Trust	
116498	5		
116499	5		
116500	5		
116501	5		
116502	5		
116503	2		
116504	5		
116505	2		
116506	5	The Purbrook Park Learning Trust	
116507	2		
116508	5		
116509	2		
116510	5		
116511	7		
116600	7		
116601	7		
116602	7		
116603	7		
116604	7		
116605	7		
116606	7		
116607	7		
116608	7		
116609	7		
116610	7		
116611	7		
116612	7		
116613	7		
116614	7		
116615	7		
116616	7		
116617	7		
116618	7		
116619	7		
116620	7		
116621	12	The Upper Shirley Learning Community Trust	
116622	7		
116623	7		
116624	12	Southampton Co-operative Learning Trust	
116625	7		
116626	7		
116627	7		
116628	7		
116629	7		
116630	7		
116631	7		
116632	7		
116633	7		
116634	7		
116635	7		
116637	7		
116638	7		
116639	7		
116640	7		
116641	7		
116642	7		
116643	7		
116644	7		
116645	1		
116646	1		
116647	1		
116648	1		
116649	1		
116650	1		
116651	1		
116652	1		
116653	1		
116654	5	Education for Bromyard: A Co-operative Trust	
116655	1		
116656	1		
116657	5		
116658	1		The Joint Governing Body of Catshill Middle School and Catshill First School and Nursery Federation
116659	1		
116660	1		
116661	1		
116662	1		
116663	1		
116664	1		
116665	1		
116666	5	Education for Bromyard: A Co-operative Trust	
116667	1		
116668	1		Golden Valley Collaboration
116669	1		
116670	1		
116671	1		
116672	1		
116673	1		
116674	1		
116675	1		
116676	1		
116677	1		
116678	1		
116679	1		The Federation of Aylestone Business and Enterprise College
116680	1		
116681	1		
116682	1		
116683	5		
116684	1		Marlbrooke and Little Dewchurch C0fE Federation
116685	1		
116686	1		
116687	1		
116688	1		
116689	1		
116690	1		
116691	1		
116692	1		
116693	1		
116694	1		
116695	1		
116696	1		
116697	1		
116698	1		
116699	1		
116700	1		
116701	1		
116702	1		
116703	1		
116704	1		
116705	1		Golden Valley Collaboration
116706	1		
116707	1		
116708	1		
116709	1		
116710	1		
116711	1		
116712	1		
116713	1		
116714	1		Golden Valley Collaboration
116715	1		Pebworth First and Blackminster Middle Schools Federation
116716	1		Abbey Park Schools Federation
116717	1		
116718	1		Golden Valley Collaboration
116719	1		
116720	1		
116721	1		
116722	1		
116723	1		
116724	1		
116725	1		
116726	1		
116727	1		
116728	1		
116729	1		
116730	1		
116731	1		
116732	1		
116733	1		
116734	1		
116735	1		
116736	1		
116737	1		
116738	1		
116739	1		
116740	1		
116741	1		
116742	1		
116743	1		
116744	1		
116745	1		
116746	1		
116747	5		
116748	1		The Federation of Aylestone Business and Enterprise College
116749	1		
116750	1		
116751	1		
116752	1		
116753	1		
116754	1		
116755	1		
116756	1		
116757	1		
116758	1		
116759	1		
116760	1		
116761	1		
116762	1		
116763	1		
116764	1		
116765	1		
116766	1		
116767	1		
116768	1		
116769	1		
116770	1		
116771	1		
116772	1		
116773	1		
116774	1		Abbey Park Schools Federation
116775	1		
116776	1		
116777	1		
116778	1		
116779	1		
116780	3		
116781	3		
116782	3		
116783	3		
116784	3		
116785	3		
116786	3		
116787	3		
116788	3		
116789	3		
116790	3		
116791	3		
116792	3		
116793	3		
116794	3		
116795	3		
116796	3		
116797	3		
116798	3		
116799	3		
116800	3		
116801	3		
116802	3		
116803	3		
116804	3		
116805	3		
116806	3		
116807	3		
116808	3		
116809	3		
116810	3		
116811	3		
116812	3		
116813	3		
116814	3		
116815	3		
116816	3		
116817	3		
116818	3		
116819	3		
116820	3		
116821	3		
116822	3		
116823	3		
116824	3		
116825	3		
116826	3		
116827	3		
116828	3		Marlbrooke and Little Dewchurch C0fE Federation
116829	3		
116830	3		
116831	3		
116832	5		
116833	3		
116834	3		
116835	3		
116836	3		
116837	3		
116838	3		
116839	3		
116840	3		Pinvin Federation
116841	3		
116842	3		
116843	3		
116844	3		
116845	3		
116846	3		
116847	3		
116848	3		
116849	3		
116850	3		
116851	3		
116852	3		
116853	3		
116854	3		
116855	3		
116856	3		
116857	3		
116858	3		
116859	3		
116860	3		
116861	3		Pinvin Federation
116862	3		
116863	3		
116864	2		Astley & Hallow Federation
116865	2		
116866	2		
116867	2		
116868	2		
116869	2		
116870	2		
116871	2		
116872	2		
116873	2		
116874	2		
116875	2		
116876	2		
116877	2		
116878	2		
116879	2		
116880	2		
116881	2		
116882	2		Astley & Hallow Federation
116883	2		
116884	2		
116885	2		
116886	2		
116887	2		
116888	2		
116889	2		
116890	2		
116891	2		
116892	2		
116893	2		
116894	2		
116895	2		
116896	2		
116897	2		
116898	2		
116899	2		
116900	2		
116901	2		
116902	2		
116903	2		
116904	2		
116905	2		
116906	2		
116907	2		
116908	2		
116909	2		
116910	2		
116911	2		St Mary's & St Joseph's Roman Catholic Federation
116912	2		
116913	2		
116914	2		
116915	2		
116916	2		
116917	2		
116918	2		
116919	2		
116920	2		
116921	2		
116922	2		
116923	2		
116924	2		
116925	2		
116926	2		
116927	1		
116928	1		
116929	1		
116930	5		
116931	1		
116932	1		
116933	5		
116934	1		
116935	1		
116936	1		The Federation of Aylestone Business and Enterprise College
116937	5		
116938	1		
116939	1		
116940	1		
116941	1		
116942	1		
116943	1		
116944	1		
116945	1		
116946	1		
116947	1		
116948	1		
116949	1		
116950	1		
116951	1		
116952	1		
116953	5		
116954	1		
116955	1		
116956	1		
116957	1		
116958	1		The Joint Governing Body of Catshill Middle School and Catshill First School and Nursery Federation
116959	1		
116960	1		Pebworth First and Blackminster Middle Schools Federation
116961	1		
116962	1		
116963	1		
116964	1		
116965	1		
116966	1		
116967	1		
116968	1		
116969	1		
116970	1		
116971	1		
116972	1		
116973	1		
116974	1		
116975	1		
116976	1		
116977	1		
116978	5		
116979	1		
116980	1		
116981	3		
116982	3		
116983	3		
116984	3		
116985	3		
116986	3		
116987	3		
116988	3		
116989	3		
116990	3		
116991	2		
116992	2		St Mary's & St Joseph's Roman Catholic Federation
116993	2		
116994	2		
116995	2		
116996	2		
116997	2		
116998	2		
116999	2		
117000	5		
117001	5		
117049	7		
117050	7		
117051	12		
117052	7		
117053	7		
117054	7		
117055	7		
117056	7		
117057	7		
117058	7		
117059	7		
117060	7		
117061	7		
117062	7		
117065	15		
117066	15		
117067	15		
117068	15		
117069	15		
117070	15		
117071	15		
117072	15		
117073	15		
117074	15		
117075	15		
117076	15		
117077	15		
117078	15		
117079	15		
117080	15		
117081	15		
117082	14		
117083	1		
117084	1		
117085	1		
117086	1		
117087	1		
117088	1		
117089	1		
117090	1		
117091	1		
117092	1		
117093	1		
117094	1		
117095	1		
117096	1		
117097	1		
117098	1		
117099	1		
117100	1		
117101	1		
117102	1		
117103	1		
117104	1		
117105	1		
117106	1		
117107	1		
117108	1		
117109	1		
117110	1		
117111	1		
117112	1		
117113	1		
117114	1		
117115	1		
117116	1		
117117	1		
117118	1		
117119	1		
117120	1		
117121	1		
117122	1		
117123	1		
117124	1		
117125	1		
117126	1		
117127	1		
117128	1		
117129	1		
117130	1		
117131	1		
117132	1		
117133	1		
117134	1		
117135	1		
117136	1		
117137	1		
117138	1		
117139	1		
117140	1		
117141	1		
117142	1		
117143	1		
117144	1		
117145	1		
117146	1		
117147	1		
117148	1		
117149	1		
117150	1		
117151	1		
117152	1		
117153	1		
117154	1		
117155	1		
117156	1		
117157	1		
117158	1		
117159	1		
117160	1		
117161	1		
117162	1		
117163	1		
117164	1		
117165	1		
117166	1		
117167	1		
117168	1		
117169	1		
117170	1		
117171	1		
117172	1		
117173	1		
117174	1		
117175	1		
117176	1		
117177	1		
117178	1		
117179	1		
117180	1		
117181	1		
117182	1		
117183	1		
117184	1		
117185	1		
117186	1		
117187	1		
117188	1		
117189	1		
117190	1		
117191	1		
117192	1		
117193	1		
117194	1		
117195	1		
117196	1		
117197	1		
117198	1		
117199	1		
117200	1		
117201	1		
117202	1		
117203	1		
117204	1		
117205	1		
117206	1		
117207	1		
117208	1		
117209	1		
117210	1		
117211	1		
117212	1		
117213	1		
117214	1		
117215	1		
117216	1		
117217	1		
117218	1		
117219	1		
117220	1		
117221	1		
117222	1		
117223	1		
117224	1		
117225	1		
117226	1		
117227	1		
117228	5		
117229	1		
117230	1		
