location	point
school:124568	[52.44782,1.63712]
school:124569	[52.45107,1.57980]
school:124570	[52.45283,1.56643]
school:124571	[52.46277,1.56614]
school:124572	[52.02951,1.27992]
school:124573	[52.45342,1.44195]
school:124574	[52.44220,1.69289]
school:124575	[52.10819,1.11506]
school:124576	[52.17807,1.00247]
school:124577	[52.03475,1.08593]
school:124578	[52.22449,1.26659]
school:124579	[52.17671,1.34267]
school:124580	[51.97164,1.33445]
school:124581	[51.96827,1.33493]
school:124582	[51.96853,1.35148]
school:124583	[51.95384,1.33688]
school:124584	[52.10946,1.24571]
school:124585	[52.34732,1.50246]
school:124586	[52.18624,1.20551]
school:124587	[52.11966,1.15677]
school:124588	[51.98708,1.15533]
school:124589	[52.04841,1.43261]
school:124590	[52.34436,1.52517]
school:124591	[52.33837,1.21024]
school:124592	[52.39329,1.49993]
school:124593	[52.06368,1.23283]
school:124594	[52.20526,1.58505]
school:124595	[52.08499,1.25136]
school:124596	[52.07209,1.27144]
school:124597	[52.10445,1.33028]
school:124598	[52.39809,1.33760]
school:124599	[52.24813,1.07875]
school:124600	[52.25468,1.55899]
school:124601	[52.29183,1.16170]
school:124602	[52.15284,1.22247]
school:124603	[52.27076,1.44550]
school:124604	[52.12332,0.99411]
school:124605	[52.21885,1.48472]
school:124606	[51.96898,1.25632]
school:124607	[52.17278,1.50160]
school:124608	[52.51838,1.66172]
school:124609	[52.09556,1.04967]
school:124610	[52.32816,1.67986]
school:124611	[52.28131,1.09779]
school:124612	[52.20023,1.03087]
school:124613	[51.97974,1.32012]
school:124614	[51.99911,1.31308]
school:124615	[52.05192,1.32116]
school:124616	[52.32174,1.55851]
school:124617	[52.15324,1.35928]
school:124618	[52.12627,1.19029]
school:124619	[52.09799,1.32022]
school:124620	[52.35254,1.05736]
school:124621	[52.26610,1.50911]
school:124622	[52.19175,0.98876]
school:124623	[52.33904,1.66817]
school:124624	[51.97197,1.35999]
school:124625	[52.06319,1.26269]
school:124626	[51.96153,1.06871]
school:124627	[51.97444,1.36902]
school:124628	[52.09072,1.29706]
school:124629	[52.19052,1.56321]
school:124630	[51.96433,1.32960]
school:124631	[52.18508,0.99027]
school:124632	[52.48695,1.74644]
school:124633	[52.48564,1.74777]
school:124634	[52.47960,1.74283]
school:124635	[52.46731,1.73806]
school:124636	[52.46559,1.73435]
school:124637	[52.45060,1.72795]
school:124638	[52.46919,1.71212]
school:124639	[52.48817,1.74621]
school:124640	[52.46062,1.72107]
school:124641	[52.48773,1.72461]
school:124642	[52.46294,1.71110]
school:124643	[52.06141,1.13617]
school:124644	[52.04622,1.14985]
school:124645	[52.05590,1.13190]
school:124646	[52.05749,1.16538]
school:124647	[52.04414,1.17040]
school:124648	[52.02956,1.18000]
school:124649	[52.04216,1.18432]
school:124650	[52.02948,1.19476]
school:124651	[52.03506,1.17645]
school:124652	[52.03594,1.17039]
school:124653	[52.05377,1.19074]
school:124654	[52.05536,1.17560]
school:124655	[52.04980,1.18220]
school:124656	[52.06481,1.17976]
school:124657	[52.06745,1.13303]
school:124658	[52.06686,1.13083]
school:124659	[52.07474,1.12014]
school:124660	[52.07474,1.12014]
school:124661	[52.08112,1.14079]
school:124662	[52.04803,1.12181]
school:124663	[52.08112,1.14079]
school:124664	[52.04803,1.12181]
school:124665	[52.04390,1.11013]
school:124666	[52.04390,1.11013]
school:124667	[52.03795,1.11780]
school:124668	[52.07640,1.14607]
school:124669	[52.04103,1.13045]
school:124670	[52.04243,1.14260]
school:124671	[52.05165,1.20800]
school:124672	[52.08570,0.45030]
school:124673	[52.07915,0.45807]
school:124674	[52.15084,1.04675]
school:124675	[51.97064,0.97419]
school:124676	[52.48246,1.70089]
school:124677	[52.50033,1.74216]
school:124678	[52.22256,0.67288]
school:124679	[52.07112,1.18876]
school:124680	[52.19436,0.97840]
school:124681	[52.06032,1.26949]
school:124682	[52.24283,0.73898]
school:124683	[52.45690,1.69837]
school:124684	[52.08114,1.12872]
school:124685	[52.08271,1.38386]
school:124686	[52.06845,0.76391]
school:124687	[52.32881,0.84730]
school:124688	[52.37722,0.74343]
school:124689	[52.35336,0.88809]
school:124690	[52.24566,0.57769]
school:124691	[52.02675,0.86039]
school:124692	[51.97097,0.77742]
school:124693	[52.08736,0.63343]
school:124694	[52.15985,0.78228]
school:124695	[52.08161,1.00143]
school:124696	[52.25143,0.51681]
school:124697	[52.27034,0.77121]
school:124698	[52.13218,0.44992]
school:124699	[52.05604,0.77775]
school:124700	[52.19985,0.74775]
school:124701	[52.13933,0.67632]
school:124702	[52.33579,0.80642]
school:124703	[52.37251,0.92884]
school:124704	[52.29801,0.83619]
school:124705	[52.05716,0.91863]
school:124706	[52.15519,0.72482]
school:124707	[52.07469,0.71932]
school:124708	[52.09310,0.86584]
school:124709	[52.25551,0.48193]
school:124710	[52.25624,0.86828]
school:124711	[52.19336,0.88853]
school:124712	[52.26553,0.63347]
school:124713	[51.99058,0.88965]
school:124714	[52.04544,0.73256]
school:124715	[52.25031,0.82179]
school:124716	[52.30485,0.49669]
school:124717	[52.30822,0.94161]
school:124718	[52.07752,0.94787]
school:124719	[52.00748,1.42024]
school:124720	[52.24927,1.25345]
school:124721	[52.19952,1.48654]
school:124722	[52.30928,1.52117]
school:124723	[52.07427,1.09565]
school:124724	[52.38316,1.58138]
school:124725	[52.16137,1.29383]
school:124726	[52.31961,1.46590]
school:124727	[52.51390,1.74711]
school:124728	[52.25543,1.34175]
school:124729	[51.97590,1.01096]
school:124730	[52.11499,1.38202]
school:124731	[52.34662,1.31526]
school:124732	[52.17955,0.94197]
school:124733	[52.22201,0.96556]
school:124734	[52.04919,1.04709]
school:124735	[52.22607,1.49201]
school:124736	[52.41996,1.71933]
school:124737	[52.32755,1.08974]
school:124738	[52.01431,1.23332]
school:124739	[52.22132,1.01551]
school:124740	[52.36407,1.10573]
school:124741	[52.42892,1.53827]
school:124742	[52.32066,1.27209]
school:124743	[51.97020,1.13002]
school:124744	[51.99160,1.11073]
school:124745	[52.28376,1.13882]
school:124746	[52.25754,1.11427]
school:124747	[52.30007,1.28697]
school:124748	[52.44881,1.59416]
school:124749	[52.00328,1.04547]
school:124750	[52.26931,1.25395]
school:124751	[52.51270,1.69917]
school:124752	[52.06028,1.10018]
school:124753	[52.30268,1.04050]
school:124754	[51.99302,1.07975]
school:124755	[51.99086,1.20630]
school:124756	[52.22868,0.79701]
school:124757	[52.03674,0.72392]
school:124758	[52.34549,1.00795]
school:124759	[52.28363,0.91621]
school:124760	[52.04459,0.96084]
school:124761	[52.24335,0.41114]
school:124762	[52.24999,0.70326]
school:124763	[52.04191,0.72682]
school:124764	[52.24038,0.71306]
school:124765	[52.38316,0.66598]
school:124766	[52.34654,0.51107]
school:124767	[52.26167,0.69380]
school:124768	[52.24914,0.40750]
school:124769	[52.08447,0.42045]
school:124770	[52.16927,1.06364]
school:124771	[52.32064,1.15137]
school:124772	[52.19307,1.12079]
school:124773	[52.09528,1.30640]
school:124774	[52.22845,1.18013]
school:124775	[52.22257,1.33936]
school:124776	[52.30019,1.35782]
school:124777	[52.09712,1.53079]
school:124778	[52.45418,1.55869]
school:124779	[52.45471,1.43840]
school:124780	[52.46115,1.74144]
school:124781	[52.06310,1.18428]
school:124782	[52.05982,1.15968]
school:124783	[52.05875,1.14681]
school:124784	[52.06103,1.17564]
school:124785	[52.07948,1.13158]
school:124786	[52.04719,1.13243]
school:124787	[52.25664,0.70217]
school:124788	[52.08554,0.42792]
school:124789	[52.34301,0.50178]
school:124790	[52.23230,0.83242]
school:124791	[52.08026,0.58930]
school:124792	[51.99269,0.88576]
school:124793	[52.44028,0.60268]
school:124794	[52.30157,0.84084]
school:124795	[52.04240,0.96520]
school:124796	[52.04730,0.73367]
school:124797	[52.02452,0.74963]
school:124798	[52.04472,0.73296]
school:124799	[52.08266,0.42143]
school:124800	[52.08722,0.41910]
school:124801	[52.26106,0.69206]
school:124802	[52.25467,0.80964]
school:124803	[52.25314,0.39168]
school:124804	[52.25019,0.39632]
school:124805	[52.02418,0.75509]
school:124806	[52.23571,0.68769]
school:124807	[52.24755,0.68156]
school:124808	[52.08544,0.44234]
school:124809	[52.34220,0.52602]
school:124810	[52.32341,1.13648]
school:124811	[51.96485,1.34398]
school:124812	[51.96928,1.33425]
school:124813	[52.22822,1.32814]
school:124814	[52.31501,1.27318]
school:124815	[52.53106,1.70190]
school:124816	[52.26571,0.99734]
school:124817	[52.45042,1.55827]
school:124818	[52.19137,0.97960]
school:124819	[52.20321,1.58550]
school:124820	[52.17500,1.00384]
school:124821	[52.19006,0.98989]
school:124822	[52.45098,1.57348]
school:124823	[52.44220,1.69289]
school:124824	[52.21256,1.48243]
school:124825	[52.44898,1.59419]
school:124826	[52.48978,1.74867]
school:124827	[52.46827,1.72840]
school:124828	[52.47909,1.74219]
school:124829	[52.48513,1.74783]
school:124830	[52.46172,1.71219]
school:124831	[52.44991,1.72530]
school:124832	[52.15229,1.05044]
school:124833	[52.45134,1.45399]
school:124834	[52.34918,1.51069]
school:124835	[52.44539,1.44324]
school:124836	[52.10055,1.30411]
school:124837	[52.04310,1.14902]
school:124838	[52.20740,1.57225]
school:124839	[52.22548,0.72022]
school:124840	[52.07193,1.18075]
school:124841	[52.04497,1.12939]
school:124842	[52.05457,1.19412]
school:124843	[52.03723,1.19297]
school:124844	[52.08502,1.13796]
school:124845	[52.07407,1.12134]
school:124846	[52.10643,1.11577]
school:124847	[51.97850,1.02659]
school:124848	[51.98893,1.15675]
school:124849	[52.06685,1.24412]
school:124850	[52.35203,0.51455]
school:124851	[52.49673,1.73124]
school:124852	[52.08938,0.44740]
school:124853	[52.19860,1.02600]
school:124854	[52.46731,1.73806]
school:124855	[52.49507,1.72890]
school:124856	[52.25094,0.70418]
school:124857	[52.05142,0.74199]
school:124858	[52.25725,0.40045]
school:124859	[52.32192,0.88951]
school:124860	[52.22386,1.17049]
school:124861	[52.25823,0.70199]
school:124862	[52.24392,0.72322]
school:124863	[52.24269,0.70979]
school:124864	[52.06325,1.19990]
school:124865	[52.05952,0.53864]
school:124866	[52.01047,1.22916]
school:124867	[52.32690,1.67550]
school:124868	[52.33471,1.65486]
school:124869	[52.34578,1.49946]
school:124870	[52.21126,1.57262]
school:124871	[52.21728,1.49063]
school:124872	[52.24830,0.40905]
school:124873	[52.14030,0.85864]
school:124874	[52.23660,0.97194]
school:124875	[52.12464,0.50097]
school:124876	[52.22944,0.72620]
school:124877	[52.24638,0.73779]
school:124878	[52.01982,1.24043]
school:124879	[52.30872,1.49784]
school:124880	[52.06062,1.17285]
school:124881	[52.06448,1.15153]
school:124882	[52.04634,1.14648]
school:124883	[52.04391,1.13388]
school:124884	[52.22683,1.33977]
school:124885	[52.41508,1.66855]
school:124886	[52.30188,0.68716]
school:124887	[52.09722,1.30959]
school:124888	[52.00291,1.19529]
school:124889	[51.97225,1.14965]
school:124890	[52.15134,0.87439]
school:124891	[52.49165,1.75430]
school:124892	[52.18421,0.94581]
school:124893	[52.26909,0.63236]
school:124894	[52.30980,0.52061]
school:124895	[52.15443,0.98425]
school:124896	[51.98958,1.39963]
school:124897	[52.21061,1.10287]
school:124898	[52.33471,1.65486]
school:124899	[51.96485,1.34398]
school:124900	[52.30188,0.68716]
school:124901	[52.24818,0.72778]
school:124902	[52.23995,0.70132]
school:124903	[52.04869,0.73292]
school:124904	[52.48904,1.74286]
school:124905	[52.46455,1.69849]
school:124906	[52.04009,1.10622]
school:124907	[52.08213,1.12637]
school:124908	[52.04598,1.13281]
school:124909	[52.03970,1.10542]
school:124910	[52.19321,0.97323]
school:124911	[51.39100,-0.51607]
school:124912	[51.23117,-0.33638]
school:124913	[51.18644,-0.60705]
school:124914	[51.23989,-0.57253]
school:124915	[51.25178,-0.58971]
school:124916	[51.43904,-0.47083]
school:124917	[51.24961,-0.16315]
school:124918	[51.32258,-0.50960]
school:124919	[51.20662,-0.20234]
school:124920	[51.31561,-0.57140]
school:124921	[51.35227,-0.72360]
school:124922	[51.29526,-0.57506]
school:124923	[51.23409,-0.56944]
school:124924	[51.25533,-0.71485]
school:124925	[51.43285,-0.49876]
school:124926	[51.37157,-0.39335]
school:124927	[51.33834,-0.26198]
school:124928	[51.33371,-0.27334]
school:124929	[51.29356,-0.32895]
school:124930	[51.33399,-0.75200]
school:124931	[51.17048,-0.17442]
school:124932	[51.26124,-0.13349]
school:124933	[51.28017,-0.07561]
school:124934	[51.20292,-0.40445]
school:124935	[51.25562,-0.68412]
school:124936	[51.32193,-0.20964]
school:124937	[51.26699,-0.21277]
school:124938	[51.32419,-0.22794]
school:124939	[51.28305,-0.24371]
school:124940	[51.32802,-0.16897]
school:124941	[51.23805,-0.09397]
school:124942	[51.31854,-0.06670]
school:124943	[51.31832,-0.06775]
school:124944	[51.31189,-0.04871]
school:124945	[51.28808,-0.03688]
school:124946	[51.15706,-0.21971]
school:124947	[51.35078,-0.50591]
school:124948	[51.14250,-0.48527]
school:124949	[51.23113,-0.28401]
school:124950	[51.21609,-0.32684]
school:124951	[51.27286,-0.40038]
school:124952	[51.39686,-0.56937]
school:124953	[51.42723,-0.54436]
school:124954	[51.30638,-0.26692]
school:124955	[51.34825,-0.25046]
school:124956	[51.34101,-0.26897]
school:124957	[51.36617,-0.23649]
school:124958	[51.36984,-0.25132]
school:124959	[51.37044,-0.25075]
school:124960	[51.35688,-0.27161]
school:124961	[51.36289,-0.26790]
school:124962	[51.36710,-0.26928]
school:124963	[51.37227,-0.25410]
school:124964	[51.39924,-0.34928]
school:124965	[51.37788,-0.33040]
school:124966	[51.38348,-0.31741]
school:124967	[51.38736,-0.33610]
school:124968	[51.39130,-0.33736]
school:124969	[51.19777,-0.78992]
school:124970	[51.33380,-0.75231]
school:124971	[51.14002,-0.04586]
school:124972	[51.23962,-0.57228]
school:124973	[51.25924,-0.57879]
school:124974	[51.25670,-0.58814]
school:124975	[51.25530,-0.58905]
school:124976	[51.24857,-0.59742]
school:124977	[51.24398,-0.60934]
school:124978	[51.12250,-0.75369]
school:124979	[51.09139,-0.73397]
school:124980	[51.08969,-0.73209]
school:124981	[51.17447,-0.16375]
school:124982	[51.31434,-0.31028]
school:124983	[51.29151,-0.35448]
school:124984	[51.27803,-0.37575]
school:124985	[51.30057,-0.32909]
school:124986	[51.16012,0.00812]
school:124987	[51.23017,-0.16676]
school:124988	[51.24571,-0.20285]
school:124989	[51.26167,-0.15222]
school:124990	[51.22947,-0.17882]
school:124991	[51.22527,-0.20538]
school:124992	[51.21530,-0.56647]
school:124993	[51.29115,0.02721]
school:124994	[51.37169,-0.43784]
school:124995	[51.37400,-0.67393]
school:124996	[51.35813,-0.69404]
school:124997	[51.35261,-0.67396]
school:124998	[51.30498,-0.63185]
school:124999	[51.34377,-0.48370]
school:125000	[51.31704,-0.62310]
school:125001	[51.32264,-0.55149]
school:125002	[51.31552,-0.60699]
school:125003	[51.34043,-0.50088]
school:125004	[51.25027,-0.62393]
school:125005	[51.31154,-0.23233]
school:125006	[51.34654,-0.73373]
school:125007	[51.30329,-0.57003]
school:125008	[51.31440,-0.29481]
school:125009	[51.24829,-0.53205]
school:125010	[51.24457,0.00833]
school:125011	[51.28195,-0.44673]
school:125012	[51.18285,-0.17586]
school:125013	[51.28430,-0.36979]
school:125014	[51.17029,-0.64565]
school:125015	[51.21935,-0.19538]
school:125016	[51.27881,-0.37482]
school:125017	[51.32874,-0.70099]
school:125018	[51.34981,-0.72489]
school:125019	[51.29029,-0.35713]
school:125020	[51.32301,-0.75316]
school:125021	[51.24598,-0.06913]
school:125022	[51.30913,-0.60740]
school:125023	[51.32211,-0.20770]
school:125024	[51.17353,-0.17202]
school:125025	[51.25915,-0.61812]
school:125026	[51.30367,-0.30791]
school:125027	[51.35102,-0.21866]
school:125028	[51.33289,-0.72002]
school:125029	[51.25454,-0.72316]
school:125030	[51.32309,-0.22843]
school:125031	[51.20671,-0.80314]
school:125032	[51.30987,-0.60759]
school:125033	[51.24599,-0.54509]
school:125034	[51.36944,-0.48894]
school:125035	[51.29470,-0.72855]
school:125036	[51.33460,-0.24748]
school:125037	[51.35078,-0.50591]
school:125038	[51.40675,-0.37351]
school:125039	[51.37229,-0.42673]
school:125040	[51.29794,-0.64847]
school:125041	[51.23300,-0.78083]
school:125042	[51.36435,-0.50287]
school:125043	[51.26356,-0.00627]
school:125044	[51.19115,-0.60569]
school:125045	[51.28430,-0.36979]
school:125046	[51.27867,-0.72725]
school:125047	[51.31511,-0.62492]
school:125048	[51.23088,-0.80622]
school:125049	[51.18640,-0.61423]
school:125050	[51.38423,-0.40227]
school:125051	[51.23063,-0.76288]
school:125052	[51.27267,-0.36569]
school:125053	[51.34204,-0.72370]
school:125054	[51.17510,-0.17351]
school:125055	[51.36405,-0.39854]
school:125056	[51.39383,-0.40677]
school:125057	[51.38368,-0.41794]
school:125058	[51.37205,-0.40076]
school:125059	[51.38313,-0.40049]
school:125060	[51.29529,-0.08662]
school:125061	[51.32304,-0.71999]
school:125062	[51.35681,-0.68862]
school:125063	[51.32301,-0.75316]
school:125064	[51.35280,-0.71794]
school:125065	[51.37672,-0.51277]
school:125066	[51.33654,-0.28186]
school:125067	[51.23405,-0.60250]
school:125068	[51.22873,-0.16210]
school:125069	[51.23499,0.01030]
school:125070	[51.23570,-0.20616]
school:125071	[51.43031,-0.44810]
school:125072	[51.42481,-0.52460]
school:125073	[51.39994,-0.55680]
school:125074	[51.30281,-0.56907]
school:125075	[51.36925,-0.44940]
school:125076	[51.34204,-0.72370]
school:125077	[51.23206,-0.77864]
school:125078	[51.20992,-0.78499]
school:125079	[51.21185,-0.54357]
school:125080	[51.32283,-0.57176]
school:125081	[51.34043,-0.50088]
school:125082	[51.32570,-0.53464]
school:125083	[51.18313,-0.17027]
school:125084	[51.32316,-0.58431]
school:125085	[51.30375,-0.73348]
school:125086	[51.42175,-0.48631]
school:125087	[51.42175,-0.48631]
school:125088	[51.43622,-0.46586]
school:125089	[51.42736,-0.50293]
school:125090	[51.45451,-0.47193]
school:125091	[51.43812,-0.49756]
school:125092	[51.42920,-0.50212]
school:125093	[51.42617,-0.43480]
school:125094	[51.41202,-0.40582]
school:125095	[51.42617,-0.43480]
school:125096	[51.40847,-0.40061]
school:125097	[51.30872,-0.72675]
school:125098	[51.24983,-0.61049]
school:125099	[51.17532,-0.60146]
school:125100	[51.35096,-0.67901]
school:125101	[51.43165,-0.57111]
school:125102	[51.31138,-0.69357]
school:125103	[51.20442,-0.60983]
school:125104	[51.17412,-0.15483]
school:125105	[51.33519,-0.52735]
school:125106	[51.42593,-0.41758]
school:125107	[51.42907,-0.52327]
school:125108	[51.35792,-0.34327]
school:125109	[51.41390,-0.42530]
school:125110	[51.22454,-0.21320]
school:125111	[51.39793,-0.46234]
school:125112	[51.30363,-0.55078]
school:125113	[51.43741,-0.47968]
school:125114	[51.29531,-0.07103]
school:125115	[51.25454,-0.57174]
school:125116	[51.24919,-0.71713]
school:125117	[51.30021,-0.56664]
school:125118	[51.32244,-0.59843]
school:125119	[51.31641,-0.57539]
school:125120	[51.32496,-0.50924]
school:125121	[51.39240,-0.51711]
school:125122	[51.38824,-0.49788]
school:125123	[51.28698,-0.09127]
school:125124	[51.17650,-0.01639]
school:125125	[51.39907,-0.37022]
school:125126	[51.45353,-0.47984]
school:125127	[51.30550,-0.23309]
school:125128	[51.20975,-0.16637]
school:125129	[51.24278,-0.18302]
school:125130	[51.26204,-0.13876]
school:125131	[51.32086,-0.73153]
school:125132	[51.31758,-0.72909]
school:125133	[51.23539,-0.80244]
school:125134	[51.23665,-0.26828]
school:125135	[51.24481,-0.72662]
school:125136	[51.37030,-0.50301]
school:125137	[51.38162,-0.54285]
school:125138	[51.36186,-0.52391]
school:125139	[51.34091,-0.63433]
school:125140	[51.36494,-0.63340]
school:125141	[51.23712,-0.33880]
school:125142	[51.32614,-0.26526]
school:125143	[51.33052,-0.36013]
school:125144	[51.21373,-0.80081]
school:125145	[51.19741,-0.60583]
school:125146	[51.30889,-0.33150]
school:125147	[51.29942,-0.49681]
school:125148	[51.23519,-0.72557]
school:125149	[51.19391,-0.65342]
school:125150	[51.33489,-0.47681]
school:125151	[51.22565,-0.34443]
school:125152	[51.30809,-0.73270]
school:125153	[51.32453,-0.63517]
school:125154	[51.29448,-0.31913]
school:125155	[51.36207,-0.52159]
school:125156	[51.24481,-0.72662]
school:125157	[51.32613,-0.26556]
school:125158	[51.33434,-0.40432]
school:125159	[51.14816,-0.64796]
school:125160	[51.25055,-0.53021]
school:125161	[51.21391,-0.80645]
school:125162	[51.21666,-0.32674]
school:125163	[51.37504,-0.44856]
school:125164	[51.27330,-0.07188]
school:125165	[51.27861,-0.11737]
school:125166	[51.11304,-0.62807]
school:125167	[51.21575,-0.52717]
school:125168	[51.34721,-0.60491]
school:125169	[51.14355,-0.48674]
school:125170	[51.27042,-0.32007]
school:125171	[51.22820,-0.32825]
school:125172	[51.22489,-0.36137]
school:125173	[51.42575,-0.57362]
school:125174	[51.40860,-0.53520]
school:125175	[51.40771,-0.58462]
school:125176	[51.18042,-0.70818]
school:125177	[51.36497,-0.36118]
school:125178	[51.31099,-0.41219]
school:125179	[51.40404,-0.35519]
school:125180	[51.38421,-0.32147]
school:125181	[51.15290,-0.44239]
school:125182	[51.19816,-0.81249]
school:125183	[51.16601,-0.78971]
school:125184	[51.13660,-0.77924]
school:125185	[51.18259,-0.63217]
school:125186	[51.17723,-0.60104]
school:125187	[51.22060,-0.04540]
school:125188	[51.23815,-0.59630]
school:125189	[51.23198,-0.57999]
school:125190	[51.30892,-0.29515]
school:125191	[51.25636,0.01958]
school:125192	[51.16626,-0.28871]
school:125193	[51.23036,-0.13032]
school:125194	[51.26341,-0.00847]
school:125195	[51.22294,-0.66860]
school:125196	[51.23542,-0.19238]
school:125197	[51.24081,-0.03599]
school:125198	[51.18209,-0.75312]
school:125199	[51.25638,-0.50342]
school:125200	[51.15293,-0.64935]
school:125201	[51.32541,-0.57517]
school:125202	[51.18896,-0.52987]
school:125203	[51.29551,-0.08522]
school:125204	[51.22875,-0.33652]
school:125205	[51.33018,-0.27509]
school:125206	[51.21150,-0.78840]
school:125207	[51.33853,-0.74345]
school:125208	[51.25154,-0.60212]
school:125209	[51.42460,-0.57389]
school:125210	[51.36564,-0.50542]
school:125211	[51.30268,-0.31779]
school:125212	[51.39008,-0.34603]
school:125213	[51.33492,-0.51055]
school:125214	[51.41479,-0.41749]
school:125215	[51.42668,-0.50412]
school:125216	[51.17773,-0.60432]
school:125217	[51.45451,-0.47193]
school:125218	[51.28700,-0.52896]
school:125219	[51.32006,-0.20263]
school:125220	[51.35122,-0.25538]
school:125221	[51.24983,-0.61049]
school:125222	[51.14282,-0.48223]
school:125223	[51.33741,-0.75692]
school:125224	[51.45635,-0.47557]
school:125225	[51.27330,-0.07188]
school:125226	[51.31138,-0.61047]
school:125227	[51.17461,-0.31471]
school:125228	[51.42660,-0.45093]
school:125229	[51.41038,-0.48781]
school:125230	[51.39432,-0.45167]
school:125231	[51.40677,-0.46071]
school:125232	[51.19054,-0.74861]
school:125233	[51.43062,-0.45863]
school:125234	[51.24150,-0.17691]
school:125235	[51.24437,-0.17109]
school:125236	[51.37373,-0.46076]
school:125237	[51.37450,-0.39334]
school:125238	[51.31963,-0.54748]
school:125239	[51.39903,-0.36247]
school:125240	[51.38750,-0.50094]
school:125241	[51.15328,-0.31951]
school:125242	[51.09326,-0.71401]
school:125243	[51.19028,-0.55423]
school:125244	[51.26162,-0.17464]
school:125245	[51.10374,-0.68985]
school:125246	[51.22031,-0.46299]
school:125247	[51.27329,-0.39556]
school:125248	[51.23199,-0.78349]
school:125249	[51.20108,-0.59337]
school:125250	[51.24437,-0.60715]
school:125251	[51.09287,-0.74856]
school:125252	[51.30580,-0.33479]
school:125253	[51.26022,-0.00161]
school:125254	[51.20236,-0.81448]
school:125255	[51.31742,-0.06885]
school:125256	[51.32267,-0.74990]
school:125257	[51.22450,-0.19325]
school:125258	[51.42779,-0.52166]
school:125259	[51.14369,-0.48799]
school:125260	[51.16270,-0.64881]
school:125261	[51.31976,-0.72396]
school:125262	[51.37302,-0.40341]
school:125263	[51.42648,-0.48771]
school:125264	[51.23874,-0.32959]
school:125265	[51.25385,-0.54791]
school:125266	[51.33608,-0.52452]
school:125267	[51.41476,-0.42101]
school:125268	[51.24236,-0.16124]
school:125269	[51.36942,-0.50439]
school:125270	[51.32822,-0.57072]
school:125271	[51.24069,-0.72853]
school:125272	[51.43949,-0.47165]
school:125273	[51.17325,-0.15555]
school:125274	[51.37529,-0.37110]
school:125275	[51.30219,-0.31598]
school:125276	[51.24673,-0.53726]
school:125277	[51.25568,-0.57836]
school:125278	[51.25013,-0.17469]
school:125279	[51.26123,-0.17339]
school:125280	[51.41064,-0.42587]
school:125281	[51.22705,-0.34167]
school:125282	[51.36617,-0.23649]
school:125283	[51.33153,-0.47395]
school:125284	[51.40824,-0.42039]
school:125285	[51.28620,-0.52384]
school:125286	[51.23423,-0.56571]
school:125287	[51.14400,-0.47240]
school:125288	[51.23377,-0.55700]
school:125289	[51.17713,-0.16401]
school:125290	[51.36638,-0.49524]
school:125291	[51.24351,-0.54230]
school:125292	[51.17234,-0.11662]
school:125293	[51.14400,-0.47240]
school:125294	[51.25745,-0.58556]
school:125295	[51.20442,-0.60983]
school:125296	[51.29252,-0.22776]
school:125297	[51.30773,-0.08157]
school:125298	[51.33606,-0.24790]
school:125299	[51.26276,-0.55032]
school:125300	[51.23417,-0.58547]
school:125301	[51.34972,-0.72169]
school:125302	[51.30833,-0.54909]
school:125303	[51.34357,-0.64655]
school:125304	[51.34337,-0.25583]
school:125305	[51.36308,-0.27393]
school:125306	[51.31496,-0.21548]
school:125307	[51.32795,-0.27791]
school:125308	[51.29321,-0.08463]
school:125309	[51.36466,-0.46520]
school:125310	[51.39384,-0.44210]
school:125311	[51.41446,-0.41448]
school:125312	[51.38178,-0.51866]
school:125313	[51.34361,-0.50635]
school:125314	[51.31295,-0.60137]
school:125315	[51.23472,-0.77506]
school:125316	[51.37861,-0.33192]
school:125317	[51.31061,-0.21452]
school:125318	[51.32988,-0.19320]
school:125319	[51.32256,-0.20628]
school:125320	[51.19616,-0.55764]
school:125321	[51.33797,-0.37599]
school:125322	[51.20685,-0.64069]
school:125323	[51.15039,-0.49351]
school:125324	[51.22532,-0.33739]
school:125325	[51.24267,-0.32632]
school:125326	[51.31409,-0.38225]
school:125327	[51.40442,-0.56773]
school:125328	[51.44030,-0.58508]
school:125329	[51.33450,-0.27841]
school:125330	[51.34181,-0.25291]
school:125331	[51.32720,-0.26011]
school:125332	[51.32736,-0.24493]
school:125333	[51.35577,-0.34205]
school:125334	[51.35825,-0.37075]
school:125335	[51.36087,-0.35610]
school:125336	[51.17510,-0.44473]
school:125337	[51.18297,-0.79457]
school:125338	[51.17715,-0.81153]
school:125339	[52.45457,-1.91160]
school:125340	[51.19668,-0.62154]
school:125341	[51.18155,-0.61848]
school:125342	[51.24179,-0.56422]
school:125343	[51.24102,-0.55758]
school:125344	[51.25173,-0.60318]
school:125345	[51.24287,-0.55564]
school:125346	[51.10081,-0.74278]
school:125347	[51.10861,-0.74631]
school:125348	[51.10471,-0.72363]
school:125349	[51.30779,-0.28768]
school:125350	[51.30633,-0.30606]
school:125351	[51.29987,-0.31335]
school:125352	[51.27380,-0.39138]
school:125353	[51.29733,-0.32280]
school:125354	[51.25346,0.01193]
school:125355	[51.25103,-0.11390]
school:125356	[51.23120,-0.18465]
school:125357	[51.24313,-0.20672]
school:125358	[51.23628,-0.19849]
school:125359	[51.33451,-0.43090]
school:125360	[51.37936,-0.40548]
school:125361	[51.37770,-0.47890]
school:125362	[51.37710,-0.45408]
school:125363	[51.36784,-0.45331]
