location	point
school:105651	[53.51336,-2.14782]
school:105652	[53.56599,-2.10582]
school:105653	[53.56729,-2.12081]
school:105654	[53.52783,-2.15004]
school:105655	[53.55540,-2.15171]
school:105656	[53.49920,-2.15927]
school:105657	[53.52783,-2.15004]
school:105658	[53.52415,-2.16110]
school:105659	[53.58581,-2.09638]
school:105660	[53.56746,-2.11579]
school:105661	[53.57604,-2.10240]
school:105662	[53.57694,-2.12758]
school:105663	[53.50533,-2.16082]
school:105664	[53.54963,-2.13977]
school:105665	[53.56888,-1.99466]
school:105666	[53.53349,-2.02772]
school:105667	[53.53736,-2.00871]
school:105668	[53.54112,-2.06029]
school:105669	[53.56939,-2.02676]
school:105670	[53.54372,-2.05682]
school:105671	[53.58369,-2.08225]
school:105672	[53.58081,-2.09682]
school:105673	[53.57671,-2.10337]
school:105674	[53.56917,-2.13163]
school:105675	[53.55460,-2.09448]
school:105676	[53.53156,-2.11180]
school:105677	[53.53782,-2.12310]
school:105678	[53.53727,-2.10490]
school:105679	[53.54040,-2.09937]
school:105680	[53.55025,-2.13522]
school:105681	[53.55030,-2.14052]
school:105682	[53.52732,-2.08187]
school:105683	[53.53161,-2.11970]
school:105684	[53.53240,-2.11869]
school:105685	[53.54295,-2.12790]
school:105686	[53.52936,-2.14066]
school:105687	[53.56237,-2.13125]
school:105688	[53.50448,-2.13404]
school:105689	[53.53890,-2.03972]
school:105690	[53.55255,-1.99866]
school:105691	[53.55547,-2.01886]
school:105692	[53.58301,-2.12995]
school:105693	[53.59095,-2.03908]
school:105694	[53.54242,-2.07235]
school:105695	[53.56719,-2.07445]
school:105696	[53.54702,-2.11039]
school:105697	[53.54701,-2.10908]
school:105698	[53.53507,-2.12235]
school:105699	[53.52806,-2.07653]
school:105700	[53.53231,-2.06161]
school:105701	[53.52080,-2.10720]
school:105702	[53.54841,-2.12147]
school:105703	[53.52065,-2.09940]
school:105704	[53.55460,-2.09079]
school:105705	[53.52243,-2.13865]
school:105706	[53.56323,-2.07397]
school:105707	[53.53779,-2.14584]
school:105708	[53.54205,-2.14611]
school:105709	[53.55639,-2.15275]
school:105710	[53.58095,-2.09404]
school:105711	[53.58380,-2.11104]
school:105712	[53.50908,-2.15103]
school:105713	[53.51066,-2.15334]
school:105714	[53.53646,-2.07377]
school:105715	[53.56044,-2.12178]
school:105716	[53.56564,-2.12714]
school:105717	[53.58113,-2.08296]
school:105718	[53.52875,-2.13935]
school:105719	[53.56909,-2.09879]
school:105720	[53.54195,-2.07174]
school:105721	[53.56327,-2.12258]
school:105722	[53.54580,-2.14759]
school:105723	[53.53245,-2.00096]
school:105724	[53.51366,-2.12644]
school:105725	[53.54428,-2.08894]
school:105726	[53.53846,-2.12247]
school:105727	[53.50465,-2.15949]
school:105728	[53.55693,-2.07739]
school:105729	[53.54436,-2.12147]
school:105730	[53.52247,-2.11188]
school:105731	[53.53493,-2.08287]
school:105732	[53.51497,-2.13917]
school:105733	[53.52372,-2.15944]
school:105734	[53.56808,-2.10321]
school:105735	[53.50674,-2.14698]
school:105736	[53.55147,-2.00364]
school:105737	[53.55540,-2.15171]
school:105738	[53.54533,-2.15364]
school:105739	[53.54604,-2.10743]
school:105740	[53.58151,-2.10781]
school:105741	[53.52840,-2.12826]
school:105742	[53.56184,-2.12260]
school:105743	[53.53653,-2.12697]
school:105744	[53.53218,-2.05286]
school:105745	[53.52948,-2.12258]
school:105746	[53.52948,-2.12258]
school:105747	[53.57669,-2.09671]
school:105748	[53.53840,-2.03679]
school:105749	[53.53344,-2.15409]
school:105750	[53.54495,-2.15578]
school:105751	[53.51875,-2.10078]
school:105752	[53.51988,-2.09742]
school:105753	[53.56523,-2.06057]
school:105754	[53.53344,-2.15409]
school:105755	[53.50909,-2.16653]
school:105756	[53.60609,-2.17098]
school:105757	[53.62199,-2.15913]
school:105758	[53.62004,-2.14881]
school:105759	[53.60939,-2.14155]
school:105760	[53.54935,-2.20771]
school:105761	[53.59464,-2.23182]
school:105762	[53.55918,-2.18198]
school:105763	[53.54544,-2.17490]
school:105764	[53.60560,-2.17129]
school:105765	[53.59151,-2.17314]
school:105766	[53.63404,-2.16683]
school:105767	[53.60785,-2.15083]
school:105768	[53.62645,-2.15463]
school:105769	[53.63246,-2.13878]
school:105770	[53.62359,-2.14586]
school:105771	[53.59119,-2.15015]
school:105772	[53.59843,-2.15918]
school:105773	[53.62366,-2.17840]
school:105774	[53.62808,-2.20300]
school:105775	[53.61509,-2.17188]
school:105776	[53.62163,-2.16935]
school:105777	[53.60450,-2.14377]
school:105778	[53.60538,-2.17640]
school:105779	[53.62335,-2.19486]
school:105780	[53.62053,-2.13460]
school:105781	[53.62477,-2.21256]
school:105782	[53.61452,-2.16028]
school:105783	[53.60328,-2.16267]
school:105784	[53.59094,-2.23231]
school:105785	[53.64982,-2.09877]
school:105786	[53.53964,-2.19534]
school:105787	[53.55986,-2.18400]
school:105788	[53.61301,-2.11890]
school:105789	[53.60003,-2.10247]
school:105790	[53.55932,-2.20876]
school:105791	[53.54903,-2.17540]
school:105792	[53.56170,-2.19123]
school:105793	[53.58659,-2.24580]
school:105794	[53.53449,-2.18440]
school:105795	[53.59508,-2.22027]
school:105796	[53.59071,-2.21687]
school:105797	[53.59022,-2.26207]
school:105798	[53.58344,-2.20921]
school:105799	[53.55089,-2.20601]
school:105800	[53.62949,-2.13929]
school:105801	[53.55883,-2.21914]
school:105802	[53.59247,-2.18227]
school:105803	[53.60651,-2.13911]
school:105804	[53.60018,-2.14611]
school:105805	[53.59796,-2.21597]
school:105806	[53.57700,-2.16521]
school:105807	[53.63883,-2.11982]
school:105808	[53.54555,-2.17360]
school:105809	[53.63778,-2.13646]
school:105810	[53.65799,-2.08479]
school:105811	[53.59736,-2.20514]
school:105812	[53.54563,-2.22573]
school:105813	[53.60479,-2.21800]
school:105814	[53.64451,-2.09429]
school:105815	[53.58975,-2.23977]
school:105816	[53.64567,-2.10298]
school:105817	[53.54446,-2.19174]
school:105818	[53.55566,-2.21073]
school:105819	[53.58999,-2.25125]
school:105820	[53.53442,-2.19196]
school:105821	[53.55582,-2.19912]
school:105822	[53.53437,-2.19564]
school:105823	[53.61145,-2.10965]
school:105824	[53.60196,-2.09361]
school:105825	[53.58804,-2.17452]
school:105826	[53.61053,-2.15634]
school:105827	[53.62640,-2.15150]
school:105828	[53.61089,-2.13469]
school:105829	[53.62744,-2.15105]
school:105830	[53.59424,-2.15289]
school:105831	[53.62335,-2.19486]
school:105832	[53.63013,-2.13604]
school:105833	[53.58648,-2.22469]
school:105834	[53.58224,-2.21706]
school:105835	[53.58788,-2.25162]
school:105836	[53.59965,-2.14977]
school:105837	[53.62502,-2.16912]
school:105838	[53.60465,-2.13809]
school:105839	[53.60173,-2.18929]
school:105840	[53.61748,-2.18731]
school:105841	[53.56683,-2.20242]
school:105842	[53.54767,-2.18045]
school:105843	[53.58648,-2.22469]
school:105844	[53.56404,-2.18351]
school:105845	[53.59030,-2.13905]
school:105846	[53.61512,-2.10649]
school:105847	[53.63300,-2.11119]
school:105848	[53.64838,-2.13186]
school:105849	[53.55945,-2.18285]
school:105850	[53.63513,-2.16142]
school:105851	[53.61357,-2.20559]
school:105852	[53.64198,-2.12773]
school:105853	[53.60878,-2.10260]
school:105854	[53.60667,-2.17036]
school:105855	[53.60931,-2.16519]
school:105856	[53.61265,-2.15932]
school:105857	[53.62707,-2.16910]
school:105858	[53.60425,-2.18531]
school:105859	[53.61574,-2.20632]
school:105860	[53.62416,-2.18124]
school:105861	[53.62425,-2.16277]
school:105862	[53.56384,-2.19259]
school:105863	[53.59475,-2.22738]
school:105864	[53.63820,-2.13936]
school:105865	[53.62439,-2.20949]
school:105866	[53.48191,-2.26624]
school:105867	[53.48447,-2.29742]
school:105868	[53.49465,-2.27705]
school:105869	[53.46970,-2.28007]
school:105870	[53.48800,-2.32094]
school:105871	[53.47394,-2.27101]
school:105872	[53.48137,-2.35455]
school:105873	[53.49282,-2.36904]
school:105874	[53.49473,-2.37024]
school:105875	[53.51021,-2.31975]
school:105876	[53.50718,-2.33523]
school:105877	[53.50471,-2.25829]
school:105878	[53.48495,-2.32877]
school:105879	[53.49373,-2.25771]
school:105880	[53.48824,-2.28204]
school:105881	[53.43061,-2.43768]
school:105882	[53.45317,-2.41243]
school:105883	[53.48776,-2.36808]
school:105884	[53.49567,-2.32065]
school:105885	[53.48818,-2.29428]
school:105886	[53.50373,-2.27720]
school:105887	[53.50047,-2.26688]
school:105888	[53.48323,-2.29997]
school:105889	[53.49942,-2.30404]
school:105890	[53.48744,-2.31244]
school:105891	[53.49362,-2.27693]
school:105892	[53.48383,-2.28843]
school:105893	[53.50828,-2.26031]
school:105894	[53.49567,-2.32065]
school:105895	[53.48699,-2.28183]
school:105896	[53.48891,-2.25869]
school:105897	[53.53649,-2.43649]
school:105898	[53.44530,-2.42226]
school:105899	[53.43175,-2.43844]
school:105900	[53.42512,-2.44341]
school:105901	[53.49464,-2.37113]
school:105902	[53.48778,-2.33571]
school:105903	[53.47983,-2.35233]
school:105904	[53.49386,-2.34747]
school:105905	[53.49084,-2.36814]
school:105906	[53.48020,-2.36407]
school:105907	[53.52401,-2.33708]
school:105908	[53.50532,-2.32564]
school:105909	[53.50532,-2.32564]
school:105910	[53.50725,-2.34984]
school:105911	[53.51593,-2.39318]
school:105912	[53.52927,-2.40950]
school:105913	[53.52631,-2.42851]
school:105914	[53.52473,-2.41756]
school:105915	[53.45424,-2.41846]
school:105916	[53.51851,-2.32509]
school:105917	[53.45343,-2.41120]
school:105918	[53.51478,-2.40425]
school:105919	[53.47764,-2.38122]
school:105920	[53.53581,-2.42078]
school:105921	[53.47336,-2.28008]
school:105922	[53.53391,-2.40158]
school:105923	[53.50241,-2.36088]
school:105924	[53.51116,-2.34306]
school:105925	[53.51871,-2.33995]
school:105926	[53.50423,-2.24865]
school:105927	[53.49519,-2.26357]
school:105928	[53.51349,-2.27425]
school:105929	[53.50250,-2.31422]
school:105930	[53.48229,-2.30369]
school:105931	[53.47338,-2.27450]
school:105932	[53.49848,-2.28452]
school:105933	[53.50192,-2.42135]
school:105934	[53.48130,-2.34221]
school:105935	[53.48302,-2.35553]
school:105936	[53.42791,-2.44587]
school:105937	[53.52544,-2.39351]
school:105938	[53.52625,-2.41228]
school:105939	[53.44861,-2.42169]
school:105940	[53.52175,-2.34773]
school:105941	[53.53362,-2.42764]
school:105942	[53.50459,-2.42416]
school:105943	[53.48252,-2.27914]
school:105944	[53.48219,-2.26312]
school:105945	[53.52220,-2.38582]
school:105946	[53.47701,-2.36014]
school:105947	[53.51164,-2.32193]
school:105948	[53.51202,-2.34251]
school:105949	[53.50438,-2.38270]
school:105950	[53.52176,-2.38999]
school:105951	[53.43767,-2.43095]
school:105952	[53.47746,-2.35324]
school:105953	[53.48245,-2.34130]
school:105954	[53.48453,-2.37036]
school:105955	[53.51204,-2.35217]
school:105956	[53.52087,-2.32942]
school:105957	[53.51120,-2.33185]
school:105958	[53.52805,-2.41154]
school:105959	[53.53527,-2.42221]
school:105960	[53.52486,-2.42320]
school:105961	[53.45380,-2.41739]
school:105962	[53.50244,-2.26660]
school:105963	[53.49853,-2.28198]
school:105964	[53.48710,-2.26011]
school:105965	[53.47556,-2.27866]
school:105966	[53.50020,-2.31417]
school:105967	[53.48047,-2.30190]
school:105968	[53.51690,-2.26978]
school:105969	[53.49014,-2.28976]
school:105970	[53.50532,-2.25137]
school:105971	[53.51105,-2.25917]
school:105972	[53.49248,-2.31330]
school:105973	[53.51295,-2.28139]
school:105974	[53.49321,-2.30436]
school:105975	[53.51394,-2.38547]
school:105976	[53.43649,-2.43291]
school:105977	[53.50617,-2.35062]
school:105978	[53.52847,-2.42178]
school:105979	[53.52361,-2.41109]
school:105980	[53.49523,-2.26357]
school:105981	[53.48539,-2.28032]
school:105982	[53.49268,-2.33424]
school:105983	[53.51662,-2.34042]
school:105984	[53.47865,-2.37959]
school:105985	[53.52159,-2.40676]
school:105986	[53.48283,-2.36695]
school:105987	[53.50003,-2.28413]
school:105988	[53.48946,-2.31015]
school:105989	[53.52014,-2.35799]
school:105990	[53.48732,-2.34060]
school:105991	[53.48896,-2.34475]
school:105992	[53.50113,-2.37144]
school:105993	[53.50660,-2.25868]
school:105994	[53.51233,-2.26559]
school:105995	[53.51063,-2.26110]
school:105996	[53.50980,-2.25221]
school:105997	[53.53542,-2.26846]
school:105998	[53.51295,-2.25510]
school:105999	[53.51511,-2.25235]
school:106000	[53.49017,-2.35285]
school:106001	[53.48818,-2.33589]
school:106002	[53.51547,-2.25131]
school:106003	[53.51678,-2.25640]
school:106004	[53.51536,-2.26108]
school:106005	[53.51517,-2.25015]
school:106006	[53.50734,-2.31831]
school:106007	[53.50836,-2.25974]
school:106008	[53.49154,-2.34020]
school:106009	[53.49477,-2.33644]
school:106010	[53.49336,-2.33605]
school:106011	[53.48356,-2.35787]
school:106012	[53.51540,-2.39403]
school:106013	[53.39005,-2.16871]
school:106014	[53.41830,-2.16840]
school:106015	[53.40762,-2.16889]
school:106016	[53.40472,-2.17783]
school:106017	[53.43011,-2.13576]
school:106018	[53.43525,-2.15583]
school:106019	[53.39684,-2.11926]
school:106020	[53.44428,-2.15181]
school:106021	[53.41555,-2.19654]
school:106022	[53.40058,-2.19208]
school:106023	[53.41909,-2.16440]
school:106024	[53.39070,-2.16590]
school:106025	[53.39920,-2.17585]
school:106026	[53.39920,-2.17585]
school:106027	[53.40244,-2.14194]
school:106028	[53.40244,-2.14194]
school:106029	[53.36248,-2.22845]
school:106030	[53.37225,-2.20530]
school:106031	[53.41572,-2.10433]
school:106032	[53.39448,-2.17118]
school:106033	[53.42282,-2.13136]
school:106034	[53.43067,-2.16869]
school:106035	[53.39235,-2.20162]
school:106036	[53.36042,-2.06967]
school:106037	[53.37617,-2.20619]
school:106038	[53.39415,-2.21422]
school:106039	[53.39968,-2.19134]
school:106040	[53.39968,-2.19134]
school:106041	[53.41513,-2.07129]
school:106042	[53.39176,-2.20145]
school:106043	[53.39433,-2.11659]
school:106044	[53.37938,-2.06331]
school:106045	[53.37083,-2.21950]
school:106046	[53.40068,-2.11981]
school:106047	[53.39000,-2.23722]
school:106048	[53.38770,-2.13965]
school:106049	[53.38770,-2.13965]
school:106050	[53.42363,-2.08382]
school:106051	[53.36683,-2.06939]
school:106052	[53.36133,-2.18048]
school:106053	[53.36224,-2.18037]
school:106054	[53.38862,-2.18803]
school:106055	[53.36544,-2.15184]
school:106056	[53.40472,-2.17783]
school:106057	[53.40378,-2.05319]
school:106058	[53.39473,-2.04041]
school:106059	[53.40972,-2.19090]
school:106060	[53.37225,-2.13183]
school:106061	[53.37225,-2.13183]
school:106062	[53.37849,-2.16548]
school:106063	[53.37894,-2.16524]
school:106064	[53.37211,-2.11964]
school:106065	[53.41584,-2.18308]
school:106066	[53.43058,-2.17419]
school:106067	[53.44569,-2.15559]
school:106068	[53.44525,-2.15577]
school:106069	[53.38421,-2.19401]
school:106070	[53.39205,-2.07388]
school:106071	[53.37445,-2.23125]
school:106072	[53.35105,-2.16151]
school:106073	[53.38179,-2.19430]
school:106074	[53.43453,-2.15540]
school:106075	[53.41514,-2.08442]
school:106076	[53.39732,-2.07377]
school:106077	[53.43496,-2.13475]
school:106078	[53.39849,-2.07765]
school:106079	[53.36215,-2.19161]
school:106080	[53.42019,-2.19698]
school:106081	[53.37898,-2.10084]
school:106082	[53.41136,-2.14731]
school:106083	[53.39353,-2.10306]
school:106084	[53.42380,-2.16621]
school:106085	[53.42865,-2.09070]
school:106086	[53.42865,-2.09070]
school:106087	[53.41641,-2.07162]
school:106088	[53.37225,-2.20530]
school:106089	[53.36447,-2.16039]
school:106090	[53.35546,-2.17774]
school:106091	[53.39767,-2.15871]
school:106092	[53.44750,-2.16655]
school:106093	[53.38232,-2.23163]
school:106094	[53.36268,-2.21909]
school:106095	[53.41026,-2.10787]
school:106096	[53.39684,-2.11926]
school:106097	[53.37607,-2.17922]
school:106098	[53.41242,-2.20023]
school:106099	[53.38163,-2.11898]
school:106100	[53.41723,-2.12419]
school:106101	[53.43081,-2.13677]
school:106102	[53.39133,-2.05978]
school:106103	[53.41830,-2.16840]
school:106104	[53.42373,-2.10566]
school:106105	[53.41406,-2.20466]
school:106106	[53.43004,-2.15305]
school:106107	[53.40380,-2.16567]
school:106108	[53.42076,-2.14170]
school:106109	[53.40424,-2.15490]
school:106110	[53.43911,-2.16346]
school:106111	[53.37669,-2.20761]
school:106112	[53.37669,-2.20761]
school:106113	[53.37909,-2.22575]
school:106114	[53.40307,-2.16368]
school:106115	[53.39241,-2.16636]
school:106116	[53.42370,-2.13913]
school:106117	[53.41461,-2.10356]
school:106118	[53.39663,-2.15341]
school:106119	[53.39669,-2.15205]
school:106120	[53.43903,-2.16224]
school:106121	[53.43845,-2.16174]
school:106122	[53.40972,-2.15757]
school:106123	[53.40292,-2.05140]
school:106124	[53.41432,-2.15995]
school:106125	[53.37338,-2.12829]
school:106126	[53.39714,-2.12113]
school:106127	[53.38321,-2.11551]
school:106128	[53.42893,-2.17868]
school:106129	[53.41308,-2.19510]
school:106130	[53.38889,-2.10885]
school:106131	[53.39985,-2.18375]
school:106132	[53.40154,-2.11872]
school:106133	[53.41780,-2.19956]
school:106134	[53.43723,-2.15338]
school:106135	[53.39137,-2.13905]
school:106136	[53.41275,-2.10637]
school:106137	[53.37064,-2.13500]
school:106138	[53.39778,-2.08853]
school:106139	[53.36682,-2.15241]
school:106140	[53.36423,-2.18655]
school:106141	[53.38698,-2.22663]
school:106142	[53.35986,-2.19827]
school:106143	[53.41336,-2.10447]
school:106144	[53.42189,-2.16979]
school:106145	[53.39542,-2.15633]
school:106146	[53.35589,-2.16916]
school:106147	[53.39818,-2.05651]
school:106148	[53.37116,-2.19504]
school:106149	[53.38346,-2.21522]
school:106150	[53.37709,-2.18021]
school:106151	[53.37097,-2.19163]
school:106152	[53.36857,-2.19379]
school:106153	[53.39114,-2.15195]
school:106154	[53.41306,-2.20640]
school:106155	[53.40084,-2.05071]
school:106156	[53.38947,-2.14172]
school:106157	[53.36857,-2.19379]
school:106158	[53.42418,-2.18177]
school:106159	[53.36472,-2.21930]
school:106160	[53.33987,-2.17026]
school:106161	[53.36370,-2.16261]
school:106162	[53.38311,-2.21239]
school:106163	[53.42363,-2.17244]
school:106164	[53.31859,-1.99193]
school:106165	[53.38311,-2.21239]
school:106166	[53.36055,-2.21375]
school:106167	[53.45146,-2.27829]
school:106168	[53.35531,-2.17918]
school:106169	[53.41514,-2.19601]
school:106170	[53.39437,-2.11793]
school:106171	[53.40892,-2.10890]
school:106172	[53.40154,-2.11872]
school:106173	[53.42750,-2.18629]
school:106174	[53.49175,-2.08780]
school:106175	[53.50105,-2.10323]
school:106176	[53.47937,-2.10720]
school:106177	[53.44997,-2.07591]
school:106178	[53.44740,-2.07289]
school:106179	[53.46193,-1.99565]
school:106180	[53.46421,-2.07035]
school:106181	[53.44723,-2.02989]
school:106182	[53.45266,-2.04217]
school:106183	[53.46016,-2.08061]
school:106184	[53.45354,-2.02140]
school:106185	[53.44407,-2.02589]
school:106186	[53.46902,-2.09550]
school:106187	[53.49130,-2.06194]
school:106188	[53.48037,-2.05944]
school:106189	[53.47339,-2.03274]
school:106190	[53.49683,-2.05812]
school:106191	[53.50665,-2.02232]
school:106192	[53.48135,-2.09194]
school:106193	[53.47140,-2.05642]
school:106194	[53.48325,-2.03827]
school:106195	[53.49805,-2.02841]
school:106196	[53.47637,-2.09371]
school:106197	[53.46593,-2.06428]
