school-eng	name	address	minimum-age	maximum-age	school-capacity	headteacher	school-type	start-date	end-date
117623	Egerton-Rothesay School	100081184158	6	19	451	Mr Colin Parker	Independent School	1956-01-01	
117624	St Hilda's School	10034170724	2	11	190	Mrs T Handford	Independent School	1957-10-18	
117625	Westwood School	10034170886	5	6	72	Mrs J I Hill	Independent School	1957-10-21	2009-07-09
117626	Harpenden Preparatory School	100081155357	5	10	79	Mrs E Broughton	Independent School	1958-03-05	2005-07-15
117627	St Hilda's School	10034170724	3	11	182	Mr Daniel Sayers	Independent School	1957-10-15	
117628	Duncombe School	10033099028	2	11	296	Mr J Phelan	Independent School	1957-11-13	
117629	St Joseph's in the Park	10034515743	3	11	205	Mr Douglas Brown	Independent School	1957-10-15	
117630	Kingshott School	10070042509	3	13	410	Mr Mark Seymour	Independent School	1951-10-30	
117631	Rudolf Steiner School	100081290618	3	18	419	Tina Hobday	Independent School	1957-10-18	
117632	The Barn School	100081248189	2	8		Mrs M M Renny	Independent School		1998-08-18
117633	St Edmund's College	10033096415	3	19	925	Mr Paulo Duran	Independent School	1952-01-01	
117634	Hart House School	10013029547	2	7			Independent School		1999-03-22
117635	Charlotte House Preparatory School	100081289378	3	11	149	Miss P Woodcock	Independent School	1957-01-01	
117636	York House School	100081289471	3	13	360	Mr J Gray	Independent School	1956-01-01	
117637	Homewood Independent School	200003641145	5	6	78	Mrs A Zeina	Independent School	1957-10-22	2006-07-07
117638	St Columba's College	100081153022	4	18	865	Mr David Buxton	Independent School	1957-12-06	
117639	Francis House Preparatory School	100081313667	3	11	139	Mrs H Stanton-Tonner	Independent School	1957-10-17	2014-12-12
117640	Stanborough Secondary School	100081340430	11	18	170	Mrs Loraine Dixon	Independent School	1957-12-03	
117641	Royal Masonic School for Girls	200000939110	4	18	900	Ms D Rose	Independent School	1935-01-01	
117642	St Francis College	10070035446	3	12	292	Mrs  Dorothy Macginty	Independent School	1947-01-01	2012-04-30
117643	Lochinver House School	10034170478	4	13	349	Mr Ben Walker	Independent School	1952-01-01	
117644	Stormont School	10034170512	4	11	172	Mrs Sharon Martin	Independent School	1944-01-01	
117645	St Columba's Preparatory School	200003640571	5	10	251	Mr E F Brown	Independent School	1966-10-28	2005-02-02
117646	Radlett Lodge School	100081292536	4	19	60	Miss Jo Galloway	Independent Special School	1974-09-30	
117647	St Albans School	200003634003	11	19	930	Mr Jonathan Gillespie	Independent School	1980-09-30	
117648	Haberdashers' Aske's Boys' School	10034169388	5	18	1427	Mr P B Hamilton	Independent School	1980-09-30	
117649	Haberdashers' Aske's School for Girls	10034168582	4	18	1190	Miss B A O'Connor	Independent School	1980-09-30	
117650	The King's School	200003641811	4	16	225	Mr C Case	Independent School	1982-09-14	
117651	Merchant Taylors' Prep School	200000939114	3	13	351	Dr Karen McNerney	Independent School	1922-01-01	
117652	Radlett Nursery and Infant School	10034169084	5	6	85	Mrs J Briggs	Independent School	1983-06-21	2005-09-01
117653	Berkhamsted Pre-Prep School	100081183946	3	7	224	Karen O'connor	Independent School	1985-04-29	
117654	Bhaktivedanta Manor School	10034170943	4	11	30	Mrs Wendy Harrison	Independent School	1985-05-16	
117656	Haresfoot Senior School	100081183682	11	17		Ms L Stuart	Independent School		2000-10-17
117657	Immanuel College	10013018829	4	19	568	Mr Charles Dormer	Independent School	1990-10-31	
117658	Manor Lodge School	10034169291	3	11	437	Mr Gil Dunn	Independent School	1992-02-04	
117659	Warrax House School	100080748026	11	16	7	Ms Sally Glossap	Independent Special School	1992-02-03	2006-03-31
117660	High Elms Manor School	200000941612	1	11	100	Mrs Sheila O'Neill	Independent School	1992-05-07	
117661	South Lodge School	200000848037	12	17		Miss M Sales	Independent School		1999-12-22
117662	Longwood School	10034170811	3	11	213	Mrs Claire May	Independent School	1994-07-26	
117663	Epping House School	10033094509	7	12			Local authority maintained		1997-07-25
117664	Pinewood School	100081330309	11	16		Mr Adrian Lloyd	Local authority maintained		2014-08-31
117665	St Elizabeth's School	10033092120	5	19	80	Mrs Samantha Steinke-Sanderson	Non-Maintained Special School		
117666	Knightsfield School	200003856511	10	18		Mrs Lucille Leith	Local authority maintained		2012-07-31
117667	Garston Manor School	200000930109	11	16	125	Miss Christine deGraft-Hanson	Local authority maintained		
117668	Boxmoor House School	10002011297	11	16		Mr J R Hooper	Local authority maintained		2006-03-31
117669	The Valley School	200000586765	11	16		Mrs Corina Foster	Local authority maintained		
117670	Colnbrook School	100081284199	4	11		Ms Kerry Harris	Local authority maintained		
117671	St Luke's School	100081153864	9	16		Mr Paul Johnson	Local authority maintained		
117672	The Collett School	100081165429	4	16		Mr Stephen Hoult-Allen	Local authority maintained		
117673	Hailey Hall School	148025980	11	16		Mrs Heather Boardman	Local authority maintained		2015-08-31
117674	Batchwood School	100081153537	11	16	73	Mr Miraz Triggs	Local authority maintained		
117675	The Hyde School		4	12			Local authority maintained		1995-09-01
117676	Middleton School	100081249613	4	11		Mrs Donna Jolly	Local authority maintained		
117677	Great Brookmead School	10013906221	5	11			Local authority maintained		1995-08-31
117678	Hilltop School	200000586367	5	11			Local authority maintained		1996-08-31
117679	Lonsdale School	10070254516	3	18		Mrs Annemari Ottridge	Local authority maintained		
117680	Lakeside School	100081157771	2	19	70	Mrs Judith Chamberlain	Local authority maintained		
117681	Breakspeare School	100081291036	2	19		Ms Merja Paakkonen	Local authority maintained		
117682	Woodfield School	100081182675	3	19		Mrs Gill Waceba	Local authority maintained		
117683	Watling View School	100081149827	2	19		Ms Pauline B Atkins	Local authority maintained		
117684	Amwell View School	10034515001	2	19	131	Mrs J S Liversage	Local authority maintained		
117685	Heathlands School	100081153582	3	16		Mrs Deborah Jones-Stevens	Local authority maintained		
117686	Falconer School	10034170800	11	16		Mr Jonathan Kemp	Local authority maintained		
117687	High Wick School	200000586760	6	11			Local authority maintained		1996-08-31
117688	The Edward Jenner Hospital School	10024116316	12	16		Mr M R Ingham	Local authority maintained		1999-10-18
117689	Woolgrove School	100081258086	4	12		Mrs Bridget Walton	Local authority maintained		2012-03-31
117690	Greenside School	10070251492	2	19		Mr Dave Victor	Local authority maintained		
117691	Meadow Wood School	10013905676	3	11		Ms Elizabeth Stratton	Local authority maintained		
127416	Holy Rood Catholic Primary School	10008852895	3	11	390	Mr Stephen Wheatley	Local authority maintained	2006-09-01	
127633	The Chrysalis School for Autism	10070035528	5	16	13	Mrs Elizabeth Dun	Independent Special School	2005-07-14	2011-03-26
129109	Highfield Nursery School	10033099331					Local authority maintained		1988-08-31
129110	Burleigh Junior School	148009462	7	11			Local authority maintained		1994-12-31
129111	Belswains Junior School	100081183177	7	11			Local authority maintained		1993-12-31
129112	Morgans Walk Junior Mixed School	10033090551	7	11			Local authority maintained		1992-12-31
129113	Mount Pleasant Lane Junior School	200003637817	7	11			Local authority maintained		1989-08-31
129114	Leavesden Green Junior Mixed School	100081288174	7	11			Local authority maintained		1992-08-31
129115	Hobbs Hill Wood Junior School	100081182844	7	11			Local authority maintained		1995-08-31
129116	Belswains Infants' School	200001852113	4	7			Local authority maintained		1993-12-31
129117	Hobbs Hill Wood Infants' School	100081182844	3	7			Local authority maintained		1995-08-31
129118	Bengeo Junior School	10023084276	7	11			Local authority maintained		1992-08-31
129119	Bonneygrove Junior School	148001200	7	11			Local authority maintained		1993-12-31
129120	Broad Oaks Junior Mixed School						Local authority maintained		1991-08-31
129121	Bishops Wood Infant School	200003858822					Local authority maintained		1991-08-31
129122	Bellgate Junior Mixed School	200004058270	7	11			Local authority maintained		1987-12-31
129123	Meriden Junior School	200000931005	7	11			Local authority maintained		1992-08-31
129124	St Stephen's Infant School						Local authority maintained		1989-08-31
129125	Millwards Junior Mixed School	200003858848	7	11			Local authority maintained		1992-08-31
129126	The Downs Infant School	200003858850	5	7			Local authority maintained		1992-08-31
129127	Bellgate Infant School	200004058270	5	7			Local authority maintained		1987-12-31
129128	Meriden Infant School	200000931005	5	7			Local authority maintained		1992-08-31
129129	Bonneygrove Infants' School	148001200	4	7			Local authority maintained		1993-12-31
129130	Wood End Junior Mixed School	100081155455	7	11			Local authority maintained		1991-08-31
129131	Chalk Dell Infant School	100081250007	5	7			Local authority maintained		1992-12-31
129132	Bengeo Infant School	10033098946	5	7			Local authority maintained		1992-08-31
129133	Grangewood Infants' School	148040099	4	7			Local authority maintained		1994-12-31
129134	Cranbourne Junior School	148034021	7	11			Local authority maintained		1990-08-31
129135	Dundale Infant School						Local authority maintained		1988-08-31
129136	Cranbourne Infant School	148034021	5	7			Local authority maintained		1990-08-31
129137	Leavesden Green Infant School	100081288174	5	7			Local authority maintained		1992-08-31
129138	Wood End Infant School	100081155455	5	7			Local authority maintained		1991-08-31
129139	Laurance Haines Infant School	200000933530					Local authority maintained		1988-08-31
129140	Eastbrook Junior School	100081177882	7	11			Local authority maintained		1991-08-31
129141	Ley Park Junior School	148023165	7	11			Local authority maintained		1991-08-31
129142	Eastbrook Infant and Nursery School	100081177952	5	7			Local authority maintained		1991-08-31
129143	Wellfield Wood Junior School	100081248005	7	11			Local authority maintained		1993-03-31
129144	Grove Road Junior School	100081181097	7	11			Local authority maintained		1992-12-31
129145	Wellfield Wood Infant School	100081248005	5	7			Local authority maintained		1993-03-31
129146	Ley Park Infant School	148023165	5	7			Local authority maintained		1991-08-31
129147	Cottered VC Primary School		5	9			Local authority maintained		1992-12-31
129148	Westmill First School						Local authority maintained		1989-08-31
129149	Sir John Southworth RC Junior Mixed and Infant School						Local authority maintained		1990-08-31
129150	Pope Pius XII RC Primary School						Local authority maintained		1990-08-31
129151	Maragaret Dane School						Local authority maintained		1990-08-31
129152	Hadham Hall School	10034622707					Local authority maintained		1990-08-31
129153	Hitchin School						Local authority maintained		1988-08-31
129154	Durrants School		11	18			Local authority maintained		1991-08-31
129155	Sir James Altham School						Local authority maintained		1989-08-31
129156	Hatfield School	200003858944					Local authority maintained		1990-08-31
129157	Thomas Alleynes School						Local authority maintained		1989-08-31
129158	Bowes Lyon High School						Local authority maintained		1988-08-31
129159	The Marshalwick School	200003634749	11	18			Local authority maintained		1988-08-31
129160	The Willian School	100081258085	11	18			Local authority maintained		1991-08-31
129161	Francis Bacon School	100081150685					Local authority maintained		1990-08-31
129162	Halsey School	10002013449					Local authority maintained		1988-08-31
129163	The Mountbatten School	100081113627	11	18			Local authority maintained		1991-08-31
129164	Wheathampstead School	100081154579	11	18			Local authority maintained		1988-08-31
129165	Stevenage Girls' School						Local authority maintained		1989-08-31
129166	The Augustus Smith School						Local authority maintained		1988-08-31
129167	Bishopslea School						Local authority maintained		1988-08-31
129168	Cardinal Bourne School						Local authority maintained		1988-08-31
129169	Thomas Bourne CofE Middle School	100081184158					Local authority maintained		1988-08-31
129170	Roasry Priory High School	10034170754					Independent School		1988-07-08
129171	Lyndale School	100081339013	3	17			Independent School		1994-01-06
129172	Sherrardswood Junior School	200003860724					Independent School	1950-01-01	2006-08-31
129173	Rosary Priory Preparatory School	10034170754					Independent School		1988-07-08
129174	Pamela Gardens School	100080725605					Independent School		1991-01-09
129176	Marlin Montessori School	10014239324					Independent School		1991-10-20
129177	Stanborough Secondary School	100081340430					Independent School	1950-01-01	2006-08-31
129178	Broxbournebury School	148040093					Local authority maintained		1990-08-31
129179	Chorleywood College		11	19			Local authority maintained		1987-07-31
129180	Elmfield School	200002748143	10	16			Local authority maintained		1987-07-31
129181	Hangers Wood School	200000936325	3	12			Local authority maintained		1994-09-01
129182	Brandles School	100081259517	11	13			Local authority maintained		1990-09-30
129183	Greenside School	10070251492					Local authority maintained		1989-03-31
129184	Harperbury Hospital School	100081292331					Local authority maintained		1993-12-31
129185	Springfield School	100081339648	3	19			Local authority maintained		1993-12-31
129186	Home Field School	10070251492	3	18			Local authority maintained		1989-03-31
130160	Summercroft Primary School	10033098046	3	11	420	Mr Michael Smith	Local authority maintained	2006-01-01	2011-08-31
130338	Norfolk Lodge School Ltd	10034170504	5	10	185	Mrs Mary Wales	Independent School	1996-03-13	2009-08-31
130344	North Area Pupil Referral Unit	10023328780	5	16		Mrs Julie Vernon-Hamilton	Local authority maintained	1995-09-01	
130347	Hertford, Ware and Bishop's Stortford Area Pupil Referral Unit	10023084917	5	16		Mr Christopher Millard	Local authority maintained	1995-09-01	2009-08-31
130348	The Park Education Support Centre	10034171060	5	16		Mrs J Porter	Local authority maintained	1995-09-01	
130349	South West Area Pupil Referral Unit	100081287193	5	16		Mrs Susan Howe	Local authority maintained	1995-09-01	
130355	Buntingford Area Pupil Referral Unit	100081260469	5	18		Mr M Knowles	Local authority maintained	1996-04-01	1998-01-01
130356	The Links Education Support Centre	200003633791	5	16		Miss Tracey Healy	Local authority maintained	1995-09-01	2013-01-31
130359	Stevenage Education Support Centre	10070251974	11	14	12	Ms Anne-Marie O'sullivan	Local authority maintained	1995-09-01	
130362	Southfield School	10091063479	4	11	74	Ms Libby Duggan	Local authority maintained	1995-09-01	
130363	Shepherd Montessori School	200000939120	5	5			Independent School	1996-05-02	1996-09-18
130720	West Herts College	200000930306	16	99		Ms Gill Worgan	Further Education		
130721	North Hertfordshire College	100081258152	16	99		Mr Matt Hamnett	Further Education		
130722	Hertford Regional College	10033099616	16	99		Mr Andy Forbes	Further Education		
130723	Oaklands College	200003642744	16	99		Ms Zoe Hancock	Further Education		
131060	Brandles School	100081259517	11	16		Mr David Andrew Vickery	Local authority maintained	1993-10-25	
131100	Dacorum Education Support Centre	100081177130	5	16		Ms Sara Lalis	Local authority maintained	1995-09-01	
131188	Bovingdon Primary School	100081182654	3	11	420	Mr Martin Mangan	Local authority maintained	1998-09-01	2011-06-30
131319	Haywood Grove School	100081177952	5	11		Mrs Catherine Smith	Local authority maintained	1996-02-20	
131456	Clore Shalom School	10034171043	3	11	210	Mr Ian Pattrick	Local authority maintained	1999-09-01	
131503	Larwood School	100081248015	5	11	64	Mr S Trimble	Local authority maintained		2016-10-31
131505	Featherstone Wood Primary School	10070251951	3	11	240	Miss Louise Shuttleworth	Local authority maintained	1998-09-01	
131651	Hertsmere Jewish Primary School	10034169295	1	5		Mrs M Bazak	Independent School		1999-09-22
131955	Hertsmere Jewish Primary School	10034169295	3	11	459	Mr Steven Isaacs	Local authority maintained	1999-09-01	
131971	Hertswood School	10013904886	11	18	1861	Mrs Jan Palmer Sayer	Local authority maintained	2000-09-01	2012-08-31
132015	St Elizabeth's College (The Congregation of the Daughters of the Cross of the Liege)	10033092120	19	25	37	Ms Kathy Cox	Special Post 16 Institution	2006-06-20	
132091	Lodge Farm Primary School	10070252008	3	11	420	Miss Helen Turner	Local authority maintained	2000-09-01	
132105	Birchwood Avenue Primary School	10014208871	5	11	210	Mrs Joanna DI-Bella	Local authority maintained	2000-04-13	
132118	Sunny Bank Primary School	10013904568	3	11	258	Mr K M Hooper	Local authority maintained	1999-09-01	2008-08-31
133065	Grove Road Infant School	100081181097	5	7			Local authority maintained		2001-03-29
133134	South Lodge School	200000848037	11	17			Independent School		1993-06-21
133263	Roebuck Primary School and Nursery	10070251057	3	11	300	Mr R Fordham	Local authority maintained	2001-04-18	
133295	Integrated Services Programme	100080952992	1	16			Independent School	2001-03-26	2001-07-26
133323	Oughton Primary and Nursery School	200001853411	3	11	300	Mrs Lisa Clayton	Local authority maintained	2001-09-01	
133488	Swallow Dell Primary and Nursery School	10014208872	2	11	450	Mrs Clare Hollingsworth	Local authority maintained	2002-01-01	
133738	Redemption Academy	10070252209	3	18	60	Mrs S J Neale	Independent School	2002-07-26	2015-07-16
133773	St Catherine's Hoddesdon CofE Primary School	148029242	4	11	337	Mrs Amanda Staiano	Local authority maintained	2003-01-01	
133783	University of Hertfordshire	100081151555				Professor Quintin McKellar	Higher Education Institution		
133917	Littlebury Resource Centre	148037502	11	16		Mr D J Stacey	Miscellaneous	2000-09-01	2004-05-17
133975	Muriel Green Nursery School	100081153457	3	5		Mrs Karen Ashton	Local authority maintained	2001-01-01	
134087	St Albans Independent College	100081149674	14	19	85	Mr Assim Jemal	Independent School	2003-01-20	
134197	Flamstead End Primary and Nursery School	148003390	3	11	420	Mrs S Killey	Local authority maintained	2003-09-01	2013-03-31
134488	Littlebury Resource Centre	148037502	11	16	31		Independent School	2003-08-29	2004-09-29
134682	Windhill School	100081159563	3	11	420	Mrs Philippa Moore	Local authority maintained	2006-01-01	2015-02-28
134684	Berrygrove Primary and Nursery School	10008852628	3	11	630	Mr Christopher Kronda	Local authority maintained	2005-09-02	2012-08-31
134685	Alban Wood Primary School and Nursery	100081288173	3	11	262	Mrs Rachel Kirk	Local authority maintained	2005-09-02	
134716	De Havilland Primary School	100081151456	3	11	420	Andrew Peck	Local authority maintained	2004-09-01	
134786	Village Montessori	10002013009	4	11	48	Mrs Amanda Kemp	Independent School	2004-09-01	2007-03-30
134933	International Stanborough School	100081340430	11	18	100	Mrs Lorraine Dixon	Independent School	2005-02-10	
134985	Yavneh College	10013904765	11	18	482	Dr Dena Coleman	Local authority maintained	2006-09-01	2011-06-30
135083	Longmeadow Primary School	200000586715	3	11	480	Miss Anne Heywood	Local authority maintained	2005-09-01	
135084	Shephalbury Park Primary School	10070251488	3	11	210	Ms Chelsea Atkins	Local authority maintained	2005-09-01	
135221	Maple Grove Primary School	100081177882	3	11	210	Mr Geoffrey Allen	Local authority maintained	2008-09-01	
135222	Yewtree Primary School	200004058270	3	11	420	Miss Faye Ewen	Local authority maintained	2008-09-01	
135223	Oak View Primary and Nursery School	100081151455	3	11	420	Mrs Yvonne Davis	Local authority maintained	2007-09-01	
135224	Galley Hill Primary School and Nursery	100081165766	3	11	420	Mrs Emily Birch	Local authority maintained	2008-09-01	
135339	Broadfield Primary School	200004057767	3	11	420	Mrs Christine Hall	Local authority maintained	2008-01-01	
135402	Education and Youth Services (Herts)	200000583621	14	18	45	Mr Matthew Harvey	Independent Special School	2007-09-05	2016-02-29
135528	Killigrew Primary and Nursery School	200003641146	3	11	420	Miss Tracy Mylotte	Local authority maintained	2008-09-01	
135553	Focus School - Cheshunt Primary Campus		7	11	45	Mrs Janice Tew-Cragg	Independent School	2008-04-22	2014-10-22
135560	Worldshapers Academy	10023961145	13	16	20	Dr Arno Steen Andreasen	Independent Special School	2008-04-24	2014-07-24
135596	Stanborough Primary School	200000930999	3	11	120	Mrs K Hanson	Independent School	1957-12-03	
135876	Francis Combe Academy	10023340241	11	18	1350	Ms Debbie Warwick	Academy	2009-09-01	
135890	Rivers Education Support Centre	148030156	11	16	56	Mrs Janet Bourne	Local authority maintained	2009-09-01	
135938	The Bushey Academy	10034170798	11	18	1350	Mr Andrew Hemmings	Academy	2009-09-01	
136024	Churchfield CofE VA Primary	148046123	3	11	315	Katharine Hardwick	Local authority maintained	2010-09-01	
136247	Roman Fields	10002011297	11	18	40	Mr Trevor Orchard	Local authority maintained	2010-11-01	
136276	Watford Grammar School for Boys	200000931015	11	18	1300	Ian Cooksey	Academy	2010-09-01	
136289	Watford Grammar School for Girls	200000932963	11	18	1250	Mrs Clare Wagner	Academy	2010-09-01	
136396	The Broxbourne School	148023171	11	18	1260	Ms Paula Humphreys	Academy	2011-01-01	
136482	Hockerill Anglo-European College	10033094244	11	18	728	Mr Richard Markham	Academy	2011-02-01	
136554	Dame Alice Owen's School	10034170485	11	18	1416	Hannah Nemko	Academy	2011-04-01	
136606	Rickmansworth School	100081289012	11	18	1246	Mr Keith Douglas	Academy	2011-04-01	
136607	The John Warner School	148031716	11	18	1192	Mr David Kennedy	Academy	2011-04-01	
136608	The Knights Templar School	100081259526	11	18	1336	Mr Tim Litchfield	Academy	2011-04-01	
136609	Sandringham School	200003634749	11	18	1278	Mr Alan Gray	Academy	2011-04-01	
136857	Bovingdon Primary Academy	100081182654	3	11	478	Mrs Shereen Breslin	Academy	2011-07-01	
136877	Queens' School	10013905585	11	18	1692	Mr Jonathan Morrell	Academy	2011-07-01	
136899	Parmiter's School	100081288177	11	18	1392	Mr Nick Daymond	Academy	2011-07-01	
136901	St Clement Danes School	100081290125	11	18	1394	Dr Josephine Valentine	Academy	2011-07-01	
136922	Yavneh College	10013904765	11	18	1035	Mr Spencer Lewis	Academy	2011-07-01	
136973	Roundwood Park School	100081155430	11	18	1179	Mr Alan Henshall	Academy	2011-08-01	
137002	Freman College	100081260600	13	18	903	Ms Helen Loughran	Academy	2011-08-01	
137038	Verulam School	200001050871	11	18	1135	Mr Paul Ramsey	Academy	2011-08-01	
137090	The Chauncy School	100081248681	11	18	1014	Mr Dennis O'Sullivan	Academy	2011-08-01	
137110	Longdean School	100081182673	11	18	1260	Graham Cunningham	Academy	2011-08-01	
137156	Leventhorpe	100081158550	11	18	1202	Mr Jonathan Locke	Academy	2011-08-01	
137224	Mount Grace School	10013905977	11	18	1082	Mr Peter Baker	Academy	2011-08-01	
137238	Hammond Academy	200004057839	3	11	720	Mrs Laura Gregory	Academy	2011-08-01	
137270	Sir John Lawes School	100081155505	11	18	1200	Claire Robins	Academy	2011-08-01	
137288	Hitchin Girls' School	100081255789	11	18	1070	Mrs F Manning	Academy	2011-08-17	
137339	St Albans Girls' School	100081153684	11	18	1255	Mrs Margaret Chapman	Academy	2011-09-01	
137351	Summercroft Primary School	10033098046	3	11	480	Mrs Carole Hinstridge	Academy	2011-09-01	
137532	Goffs School	148001225	11	18	1518	Ms Alison Garner	Academy	2011-10-01	
137637	Birchwood High School	10033094436	11	18	1500	Mr Chris Ingate	Academy	2011-11-01	
137656	Meridian School	100081259906	13	18	841	Miss Kim Horner	Academy	2011-11-01	
137657	Roysia Middle School	100081259862	9	13	360	Miss Zoe Linington	Academy	2011-11-01	
137658	The Greneway School	100081259905	9	13	480	Mrs Laura Rawlings	Academy	2011-11-01	
137757	Bishop's Hatfield Girls' School	100081151353	11	18	759	Theodora Nickson	Academy	2012-01-01	
137792	Onslow St Audrey's School	100081151347	11	18	750	Michael Harpham	Academy	2012-01-01	
137847	Stanborough School	100081157514	11	18	1124	Mr Peter Brown	Academy	2012-02-01	
137861	Little Reddings Primary School	10034170740	3	11	480	Miss C Simmonds	Academy	2012-02-01	
137872	Bushey Meads School	10034170938	11	18	1100	Jeremy Turner	Academy	2012-02-01	
137895	The John Henry Newman Catholic School	10070250215	11	18	1405	Mr C Mathew	Academy	2012-03-01	
137914	Saint Joan of Arc Catholic School	100081139519	11	18	1243	Mr Peter Sweeney	Academy	2012-03-01	
137922	Saint Michael's Catholic High School	200000936463	11	18	1243	Edward Conway	Academy	2012-03-01	
137938	Nicholas Breakspear Catholic School	100081154238	11	18	1060	Mr Declan Linnane	Academy	2012-03-01	
137943	Applecroft School	100081157770	3	11	450	Ms Lisa Withe	Academy	2012-03-01	
137985	Presdales School	100081249262	11	18	1061	Mr Matthew Warren	Academy	2012-04-01	
137997	Woolgrove School, Special Needs Academy	100081258086	4	12	110	Mrs Lisa Hall	Academy	2012-04-01	
138042	The Marlborough Science Academy	100081149734	11	18	1250	Ms Annie Thomson	Academy	2012-04-01	
138106	Loreto College	100081149988	11	18	927	Mrs Marie Lynch	Academy	2012-05-01	
138201	Hatfield Community Free School	200003858432	4	11	420	Sue Attard	Academy	2012-09-01	
138205	Fleetville Junior School	200003633155	7	11	403	Mrs Androulla Peek	Academy	2012-06-01	
138206	Fleetville Infant and Nursery School	100081150520	3	7	255	Mrs Alex Lindley	Academy	2012-06-01	
138215	The Wroxham School	10034170488	4	11	242	Mrs Alison Peacock	Academy	2012-06-01	
138225	The Da Vinci Studio School of Science and Engineering	10070255016	14	19	400	Mark Lewis	Academy	2012-09-03	
138231	Alban City School	200001882322	5	11	420	Janet Goddard	Academy	2012-09-01	
138286	Beaumont School	100081154239	11	18	1277	Mrs Elizabeth Hitch	Academy	2012-07-01	
138288	St Catherine of Siena Catholic Primary School	200000936541	4	11	226	Ms Nicola Kane	Academy	2012-07-01	
138292	St Mary Roman Catholic Primary School	100081260008	3	11	210	Mrs Julia Pearce	Academy	2012-07-01	
138316	St John Roman Catholic Primary School	10070037695	3	11	233	Ms A Hanou	Academy	2012-07-01	
138322	Our Lady Catholic Primary School	10070041860	5	11	201	Mrs S Brown	Academy	2012-07-01	
138352	Tring School	100081180867	11	18	1507	Susanna Collings	Academy	2012-07-01	
138354	St Thomas More Roman Catholic Primary School	100081258156	3	11	240	Mrs Jane Perry	Academy	2012-07-01	
138356	St George's School	100081339335	11	18	1462	Mr Raymond McGovern	Academy	2012-07-01	
138360	St Mary's Church of England High School (VA)	148045045	11	18	877	Ms Stephanie Benbow	Academy	2012-07-01	
138389	Garden City Academy	100081258085	3	11	210	Linda Meredith	Academy	2012-09-01	
138484	The Sele School	100081251094	11	18	699	Neil Dunn	Academy	2012-08-01	
138485	Knightsfield School	200003856511	10	18	50	Lucille Leith	Academy	2012-08-01	
138507	The Grove Academy	10008852628	3	11	630	Mr Philip Gray	Academy	2012-09-01	
138539	Northgate Primary School	100081159200	3	11	480	Mrs Louisa Hotson	Academy	2012-08-01	
138561	Harpenden Free School	10093185491	4	11	420	Mrs Lisa Davies	Academy	2012-09-01	2016-08-31
138582	Samuel Ryder Academy	100081150685	4	19	1120	Mr Matt Gauthier	Academy	2012-09-01	
138632	Monk's Walk School	200003856315	11	18	1341	Kate Smith	Academy	2012-09-01	
138747	Hertswood Academy	10013904886	11	18	1861	Peter Gillett	Academy	2012-09-01	
139036	Kings Langley School	200004060609	11	18	1143	Mr Gary Lewis	Academy	2012-12-01	
139154	Hitchin Boys' School	100081256237	11	18	1032	Martin Brown	Academy	2013-01-01	
139159	Mandeville Primary School	100081149771	3	11	450	Mrs Cathy Longhurst	Academy	2013-01-01	
139197	Links Academy	200003633791	5	16	40	David Allen	Academy	2013-02-01	
139416	The Elstree UTC	10013910516	14	19	600	Mr Chris Mitchell	Academy	2013-09-01	
139507	Christ Church Chorleywood CofE School	200000939626	3	11	240	Mr Duncan Gauld	Academy	2013-04-01	
139545	Flamstead End School	148003391	2	11	430	Mrs Susan Killey	Academy	2013-04-01	
139550	Chaulden Junior School	100081328294	7	11	240	Mrs Moira White	Academy	2013-05-01	
139662	The Reach Free School	10090787575	11	18	840	Mr Richard Booth	Academy	2013-09-02	
139835	Rhodes Farm School	100081158089	8	18	26	Mrs Karen El-Shirbini	Independent School	2013-06-27	
139873	Richard Hale School	10033098675	11	18	1116	Mr Stephen Neate	Academy	2013-07-01	
139902	The Da Vinci Studio School of Creative Enterprise	100081258154	14	19	400	Mark Lewis	Academy	2013-09-02	
140037	The Thomas Alleyne School	10070250653	11	18	1100	Mr Mark Lewis	Academy	2013-09-01	
140049	Westfield Academy	100081285304	11	18	1217	Mr Tim Body	Academy	2013-09-01	
140238	Countess Anne Church of England School	200003854751	5	11	210	David Lodge	Academy	2013-10-01	
140249	Ralph Sadleir School	10033099252	9	13	360	Dominic Spong	Academy	2013-10-01	
140294	Simon Balle All-Through School	100081250119	4	18	1037	Ms Alison Saunders	Academy	2013-11-01	
140611	Wilshere-Dacre Junior Academy	10070041104	7	11	230	Mrs Sarah Smith	Academy	2014-03-01	
140707	Crabtree Infants' School	100081155817	5	7	180	Mrs Sally Pattrick	Academy	2014-04-01	
140708	Crabtree Junior School	100081155829	7	11	256	Mr Ian Pattrick	Academy	2014-04-01	
140786	The Hertfordshire & Essex High School and Science College	100081330603	11	18	1042	Cathy Tooze	Academy	2014-04-01	
140954	Lanchester Community Free School	10090230166	4	11	420	Helen Lockham	Academy	2014-09-01	
140955	Jupiter Community Free School	100081177483	4	11	420	Sue Attard	Academy	2014-09-01	
140956	Ascot Road Community Free School	10090230309	4	11	420	Mrs Helen Lockham	Academy	2014-09-01	
141004	The Watford UTC	10090230432	14	19	600	Ms Emma Loveland	Academy	2014-09-01	
141251	Pinewood School	100081330309	11	16	159	David McGachen	Academy	2014-09-01	
141851	Windhill21	100081159563	3	11	420	Phillippa Moore	Academy	2015-03-01	
