academy-school-eng	school-type	academy-trust	school-trust-join-date	academy-sponsor
140061	34	company:07670511	2013-01-09	Montsaye Community Learning Partnership
140062	34		2013-01-09	Diocese of Bath and Wells Multi Academy Trust
140063	34	company:07668923	2016-01-04	Coast Academies
140064	34	company:08469218	2013-01-09	Paradigm Trust
140065	34	company:08569207	2013-01-09	
140067	44	company:07977940	2013-01-09	Ambitions Academies Trust
140068	34	company:07386086	2013-01-09	School Partnership Trust Academies (SPTA)
140069	34	company:08549807		
140070	34	company:07937154	2013-01-09	Saint Robert Lawrence Catholic Academy Trust
140071	34	company:07353824	2013-01-09	The Spencer Academies Trust
140072	34	company:07189647	2013-01-09	Northern Education Trust
140073	34	company:07670511	2013-01-09	Montsaye Community Learning Partnership
140074	34	company:07670511	2013-01-09	Montsaye Community Learning Partnership
140075	34	company:07546141	2013-01-09	Bedfordshire East Multi Academy Trust (BEMAT)
140076	34	company:08610504		
140077	42	company:07386086	2013-01-09	School Partnership Trust Academies (SPTA)
140078	34	company:07821367	2013-01-09	The Primary Academies Trust
140079	44	company:08488749		
140080	34	company:08621035		
140081	34	company:08599141	2013-01-09	
140082	34	company:08632733		
140083	34	company:08587865		Holmes Chapel Primary School
140084	34	company:08622047		
140085	34	company:06995649	2013-01-09	Outwood Grange Academies Trust
140086	34	company:07386086	2013-01-09	School Partnership Trust Academies (SPTA)
140087	34	company:08638158	2013-01-09	Acorn Trust
140088	34	company:08628905		
140089	34	company:07962974	2013-01-09	Schoolsworks Academy Trust
140090	34	company:08638766		
140091	34	company:08314692		
140092	34	company:08594520		
140093	44	company:08604799	2013-01-09	
140094	34	company:07670511	2013-01-09	Montsaye Community Learning Partnership
140095	34	company:08564471		
140096	34	company:08469218	2013-01-09	Paradigm Trust
140097	34	company:09476660		
140098	34	company:08612061		
140100	34	company:08071176	2013-01-09	Focus-Trust
140101	34	company:08104111	2013-01-09	Discovery Schools Academies Trust Ltd
140102	34	company:08569207	2013-01-09	
140103	34	company:08617343		
140104	34	company:08603078	2013-01-09	Eggbuckland Community College
140105	34	company:07348231	2013-01-09	Kemnal Academy Trust, The (TKAT)
140106	34	company:07348231	2013-01-09	Kemnal Academy Trust, The (TKAT)
140107	34	company:07559439	2013-01-09	Whitehill Community Academy
140108	34	company:08597784	2013-01-09	
140109	34	company:08589470	2013-01-09	White Woods Primary Academy Trust
140110	34			
140111	34	company:08623229		
140112	34	company:08634384		
140113	34	company:07588104	2013-01-09	Synaptic Trust
140114	34	company:08550110	2013-01-09	The Newman Collegiate MAC (North Stoke)
140115	34	company:08589470	2013-01-09	White Woods Primary Academy Trust
140116	34	company:08589470	2013-01-09	White Woods Primary Academy Trust
140117	34	company:08621310	2013-01-09	Surrey Heath Education Trust
140118	34	company:08158619	2013-01-09	Costessey Academy Trust (Evolution Academy Trust)
140119	34	company:07679051	2013-01-09	
