Group UID,Group ID,Group Name,Companies House Number,Group Type (code),Group Type
4427,TR02889,Ryhope Infant School Academy,09161532,10,Single-academy trust
4428,TR01840,Ryvers School,08060671,10,Single-academy trust
4429,TR01841,S. Peter's Collegiate Church of England Academy Trust,08172888,10,Single-academy trust
4430,TR01842,Sabres Educational Trust,07432586,10,Single-academy trust
4431,TR01843,Sacred Heart Catholic High School,07841435,10,Single-academy trust
4432,TR01844,Sacred Heart Catholic School,08160195,10,Single-academy trust
4433,TR01845,Sacred Heart High School Hammersmith,07941140,10,Single-academy trust
4434,TR01846,Sacred Heart Hillsborough Academy Trust,08719689,10,Single-academy trust
4435,TR01847,Sacred Heart of Mary Girls' School,07693743,10,Single-academy trust
4439,TR01851,"Saint Joseph's Catholic Primary School, Devizes",07734205,10,Single-academy trust
4440,TR01852,Saint Lawrence Church of England Primary School Hurstpierpoint,08514898,10,Single-academy trust
4444,TR01855,Sale Grammar School,07538380,10,Single-academy trust
4445,TR01856,Salendine Nook Academy Trust,07883174,10,Single-academy trust
4448,TR02940,Salisbury Sixth Form College,08257461,10,Single-academy trust
4451,TR01860,Salterlee Academy Trust Limited,07712946,10,Single-academy trust
4452,TR01861,Salvatorian College,08134861,10,Single-academy trust
4455,TR01863,"Samworth Academy, The",05367105,10,Single-academy trust
4457,TR01864,"Samworth Church Academy, The",06091123,10,Single-academy trust
4458,TR01865,Sandbach High School and Sixth Form College,07404747,10,Single-academy trust
4459,TR01866,Sandbach School,06486255,10,Single-academy trust
4462,TR01868,"Sandon School Academy Trust, The",07697483,10,Single-academy trust
4463,TR01869,Sandringham School Academy Trust,07523557,10,Single-academy trust
4464,TR01870,Sandwell Academy Trust Limited,04798185,10,Single-academy trust
4465,TR01871,Sandwich Technology School,07401373,10,Single-academy trust
4466,TR01872,Sandye Place Academy,07563116,10,Single-academy trust
4467,TR01873,Sandymoor Free School,07635438,10,Single-academy trust
4468,TR01874,Sarum Academy,07035327,10,Single-academy trust
4469,TR02929,"SASH School Trust, The",07956692,10,Single-academy trust
4470,TR01875,Sawston Village College,07627138,10,Single-academy trust
4471,TR01876,Sawtry Community College,07703775,10,Single-academy trust
4472,TR01877,Scartho Junior Academy Limited,07805677,10,Single-academy trust
4479,TR01881,Scout Road Academy,07717189,10,Single-academy trust
4480,TR01882,Seaford Head Academy Trust,08122579,10,Single-academy trust
4481,TR01883,Seaton Academy,07343156,10,Single-academy trust
4483,TR01885,Seer Green Church of England School,08318511,10,Single-academy trust
4484,TR01886,"Sele School, The",08124615,10,Single-academy trust
4485,TR01887,Selwood Academy,07814065,10,Single-academy trust
4486,TR01888,Settlebeck School Academy Trust,07693715,10,Single-academy trust
4488,TR01889,Seven Fields Primary School,07977150,10,Single-academy trust
4489,TR01890,Severn Vale School,07705465,10,Single-academy trust
4490,TR01891,Severnbanks Primary School,08322813,10,Single-academy trust
4491,TR01892,Severndale Specialist Academy,08738846,10,Single-academy trust
4492,TR01893,Sexey's School,07698729,10,Single-academy trust
4497,TR01896,Shaw Primary Academy,08333159,10,Single-academy trust
4498,TR01897,Shaw Ridge Primary School,08714241,10,Single-academy trust
4501,TR01899,Sheldon School,07556236,10,Single-academy trust
4502,TR01900,Sheldwich Primary School,07725629,10,Single-academy trust
4504,TR01903,Shenfield High School,07898905,10,Single-academy trust
4505,TR01904,Shenley Brook End School,07595434,10,Single-academy trust
4506,TR01906,Sherwood Park Primary School,08792911,10,Single-academy trust
4507,TR01907,Shiphay Learning Academy,07566835,10,Single-academy trust
4508,TR01908,Shipston High School,08174462,10,Single-academy trust
4509,TR01909,Shire Oak Academy Trust,07544974,10,Single-academy trust
4512,TR01911,Shirley High School,07837778,10,Single-academy trust
4513,TR02570,Shirley Manor Primary Academy,08842936,10,Single-academy trust
4515,TR01913,Shooters Hill Campus,08270802,10,Single-academy trust
4522,TR01917,Signhills Academy Limited,07660690,10,Single-academy trust
4523,TR01918,Signhills Infant Academy,07930349,10,Single-academy trust
4525,TR01920,Silverdale School,08289609,10,Single-academy trust
4526,TR01921,"Silverstone Academy Trust, The",07649183,10,Single-academy trust
4527,TR02625,Silvertrees Academy Trust,08590916,10,Single-academy trust
4534,TR01927,Sir John Leman High School,07682294,10,Single-academy trust
4536,TR01928,Sir Robert Geffery's School,07700611,10,Single-academy trust
4537,TR01929,Sir Robert Pattinson Academy,07690250,10,Single-academy trust
4538,TR01930,Sir Roger Manwood's School,07539918,10,Single-academy trust
4539,TR01931,Sir Thomas Fremantle School,07955870,10,Single-academy trust
4540,TR01932,Sir Thomas Rich's School,07331954,10,Single-academy trust
4541,TR01933,Sir Thomas Wharton Community College Co-operative Academy Trust,08261114,10,Single-academy trust
4543,TR01935,Sir William Burrough Primary School,07797058,10,Single-academy trust
4544,TR01936,Sir William Ramsay School Academy Trust,07697618,10,Single-academy trust
4545,TR01937,Sir William Robertson Academy,08208522,10,Single-academy trust
4546,TR01938,Sir William Romney's School,07694641,10,Single-academy trust
4548,TR01940,Skelton Primary School,08693259,10,Single-academy trust
4549,TR01941,"Skinners' Academy, The",06543682,10,Single-academy trust
4551,TR01942,"Skinners' School Academy Trust, The",08813021,10,Single-academy trust
4557,TR02693,Smith's Wood Primary Academy Limited,09065312,10,Single-academy trust
4561,TR01950,South Benfleet Primary School,07684902,10,Single-academy trust
4562,TR01951,South Bromsgrove High Academy Trust,08565135,10,Single-academy trust
4563,TR01952,South Charnwood High School,08423539,10,Single-academy trust
4566,TR01954,South Craven Academy Trust,07591948,10,Single-academy trust
4573,TR01956,South Essex Community School Ltd,07954295,10,Single-academy trust
4577,TR01958,South Leeds Academy Trust,06948499,10,Single-academy trust
4578,TR01959,South London Jewish Primary School,07864383,10,Single-academy trust
4583,TR01964,South Ossett Infants' Academy Trust,07851205,10,Single-academy trust
4587,TR01967,South Wigston High School,07937317,10,Single-academy trust
4588,TR01968,South Wilts Grammar School For Girls,07451741,10,Single-academy trust
4589,TR01969,"South Wolds Academy & Sixth Form, The",08050782,10,Single-academy trust
4590,TR01970,Southborough High School,07776910,10,Single-academy trust
4591,TR01971,Southend High School for Boys Academy trust,07485584,10,Single-academy trust
4592,TR01972,Southend High School for Girls Academy Trust,07487455,10,Single-academy trust
4594,TR01974,Southfield Junior School,07739514,10,Single-academy trust
4595,TR01975,Southfield Primary School,08252316,10,Single-academy trust
4596,TR01976,Southfield School,07694399,10,Single-academy trust
4597,TR01977,Southfields Academy,08190187,10,Single-academy trust
4600,TR01979,Southwark Free Schools Trust,07649385,10,Single-academy trust
4603,TR01981,"Southwater Infant Academy, The",07540811,10,Single-academy trust
4604,TR01982,"Southwater Junior Academy, The",07540802,10,Single-academy trust
4605,TR01984,Spalding Grammar School,08357352,10,Single-academy trust
4606,TR03031,Sparken Hill Academy Trust,09250922,10,Single-academy trust
4607,TR01985,Sparkwell All Saints Primary Trust Limited,07952925,10,Single-academy trust
4611,TR01989,Spires Academy,06207067,10,Single-academy trust
4614,TR02573,Spring Cottage Academy,08683500,10,Single-academy trust
4615,TR01991,"Springfields Academy, The",07736212,10,Single-academy trust
4617,TR01994,St Agatha's Catholic Primary School,07907633,10,Single-academy trust
4619,TR01996,St Aidan's Church of England Academy Limited,06162865,10,Single-academy trust
4622,TR01998,St Alban's Catholic High School,07902662,10,Single-academy trust
4623,TR01999,St Albans Girls' School,07719076,10,Single-academy trust
4624,TR02000,"St Aldhelm's Academy, The",06959707,10,Single-academy trust
4625,TR02001,St. Ambrose College Edmund Rice Academy Trust,07827963,10,Single-academy trust
4626,TR02002,St Andrew's Church of England Academy,08128214,10,Single-academy trust
4627,TR02003,St Anne's Catholic School,08135868,10,Single-academy trust
4628,TR02005,"St Ann's Catholic Primary School, a Voluntary Academy",08722710,10,Single-academy trust
4631,TR02007,St. Anthony's Girls' Catholic Academy,07968898,10,Single-academy trust
4632,TR02008,St Augustine's Academy Trust,08168245,10,Single-academy trust
4633,TR02009,St Augustine's Catholic Academy Trust,08169229,10,Single-academy trust
4634,TR02010,Saint Augustine's Catholic College,07736524,10,Single-academy trust
4635,TR02011,St Barnabas C of E Primary Academy Trust,07982966,10,Single-academy trust
4637,TR02013,St Bartholomew's School,07721470,10,Single-academy trust
4639,TR02014,St Bede Church of England Primary Academy,07628909,10,Single-academy trust
4640,TR02015,St Bede's Catholic Academy (Lanchester),08062065,10,Single-academy trust
4641,TR02016,St Bede's Catholic College,07798550,10,Single-academy trust
4642,TR02017,"St Bede's Catholic Primary School, A Voluntary Academy",08543210,10,Single-academy trust
4643,TR02018,St Bede's Inter Church School,07941524,10,Single-academy trust
4644,TR02019,St Bede's RC Primary School,08085993,10,Single-academy trust
4645,TR02020,St Bernard's Catholic High School,08098352,10,Single-academy trust
4646,TR02021,St Bernard's High School,07697023,10,Single-academy trust
4647,TR02022,St Birinus School,08152096,10,Single-academy trust
4648,TR02023,St Breock Primary School,07701934,10,Single-academy trust
4649,TR02024,St Buryan Academy Primary School,07342848,10,Single-academy trust
4650,TR02025,St Catherine's Catholic Primary School (Academy) Swindon,08132338,10,Single-academy trust
4651,TR02026,St Catherine's Catholic School,07694573,10,Single-academy trust
4653,TR02567,St. Chad's Church Of England Primary School,08441646,10,Single-academy trust
4654,TR02028,"St Christopher School Academy Trust, The",07973980,10,Single-academy trust
4655,TR02029,St Christophers Academy (Dunstable),07890613,10,Single-academy trust
4660,TR02033,"St Clement's C of E Primary Academy, Nechells",08165736,10,Single-academy trust
4663,TR02035,St Columb Major Academy,07650615,10,Single-academy trust
4664,TR02036,St Columb Minor Academy,07650710,10,Single-academy trust
4665,TR02037,St Columba's Catholic Boys' School,08088957,10,Single-academy trust
4666,TR02038,St Cuthbert's Church of England Infants School,08249992,10,Single-academy trust
4667,TR02039,St Cuthbert's Catholic High School,07918561,10,Single-academy trust
4670,TR02040,St Cyprian's Greek Orthodox Primary Academy,08085808,10,Single-academy trust
4671,TR02041,St David's Church of England Primary Academy,08322707,10,Single-academy trust
4672,TR02042,St Dominic's Catholic Primary School,07727826,10,Single-academy trust
4673,TR02043,St Dunstan's School Academy Trust,07717212,10,Single-academy trust
4674,TR02044,St Eanswythe's Church of England Primary School,08351355,10,Single-academy trust
4675,TR02046,Saint Edmund's Catholic Academy,07733864,10,Single-academy trust
4676,TR02045,St Edmund's School,07865850,10,Single-academy trust
4677,TR02047,"St Edward's Church of England Academy Trust, Leek",08316327,10,Single-academy trust
4678,TR02048,St Edward's Church of England School and Sixth Form College,07709271,10,Single-academy trust
4679,TR02049,St.Edward's College Edmund Rice Academy Trust,07597686,10,Single-academy trust
4681,TR02051,St Francis Xavier's College,08137421,10,Single-academy trust
4682,TR02052,St George's Academy Trust,07087804,10,Single-academy trust
4684,TR02054,"St George's Church of England Academy, Newtown",08328369,10,Single-academy trust
4685,TR02055,St George's Church of England Primary School,08509022,10,Single-academy trust
4686,TR02056,"St George's School, Harpenden Academy Trust",08092358,10,Single-academy trust
4687,TR02057,St Gerard's Catholic Primary,08543748,10,Single-academy trust
4690,TR02969,St. Giles' & St. George's Church Of England Academy,08863406,10,Single-academy trust
4691,TR02060,St Giles Church of England Academy,08781513,10,Single-academy trust
4692,TR02061,St Helena School,07912930,10,Single-academy trust
4694,TR02062,St Helen's Catholic Junior School Academy,07695916,10,Single-academy trust
4696,TR02063,St Hilary School,07655662,10,Single-academy trust
4698,TR02065,St Ives Infant School,07713374,10,Single-academy trust
4699,TR02066,St Ivo School,07703797,10,Single-academy trust
4701,TR02068,St. James' R.C. Primary School,07976516,10,Single-academy trust
4702,TR02069,St James the Great R.C. Primary and Nursery School,07937939,10,Single-academy trust
4704,TR02071,St. John Fisher Catholic Academy Trust,08172988,10,Single-academy trust
4705,TR02072,"St John's (CE) Primary Academy Trust, Clifton",07745167,10,Single-academy trust
4706,TR02073,St John's Academy Trust,08517255,10,Single-academy trust
4708,TR02075,"St John's Catholic School and Sixth Form College, A Catholic Academy (Bishop Auckland)",07835950,10,Single-academy trust
4709,TR02076,St John's Church of England Academy,08026134,10,Single-academy trust
4710,TR02077,St John's Church of England Academy Coleford,08144420,10,Single-academy trust
4711,TR02078,St John's Church of England Middle School Academy,08355037,10,Single-academy trust
4712,TR02079,St John's Church of England Primary School Maidstone,07807291,10,Single-academy trust
4713,TR02080,"St John's Church of England Primary School, Rishworth",08296540,10,Single-academy trust
4714,TR02081,"St John's Church Of England Primary School,Sparkhill",08270275,10,Single-academy trust
4715,TR02082,St. John's Primary Academy Bracebridge Heath Ltd,07777372,10,Single-academy trust
4716,TR02083,St John's Special School and College,07750051,10,Single-academy trust
4718,TR02085,St Joseph's Catholic College,07696999,10,Single-academy trust
4720,TR03046,St Joseph's Catholic Primary School,09301212,10,Single-academy trust
4721,TR02087,St Joseph's College DelaSalle,08061075,10,Single-academy trust
4723,TR02088,St. Joseph's College Edmund Rice Academy Trust,07490390,10,Single-academy trust
4724,TR02569,"St Joseph's Primary School Dinnington, A Catholic Voluntary Academy",08809624,10,Single-academy trust
4725,TR02089,"St Joseph's Primary School, A Catholic Voluntary Academy",08379788,10,Single-academy trust
4726,TR02090,St. Laurence School Academy Trust,07698410,10,Single-academy trust
4727,TR02091,St Laurence in Thanet Church of England Junior Academy,08291666,10,Single-academy trust
4728,TR02092,"The St Lawrence Academy, Scunthorpe",06493485,10,Single-academy trust
4729,TR02093,St Leonard's CE Primary Academy,07807811,10,Single-academy trust
4730,TR02094,St Louis Catholic Academy,08444133,10,Single-academy trust
4731,TR02095,St Luke's Church Of England School,07451568,10,Single-academy trust
4732,TR02096,St Margaret's Academy,07566505,10,Single-academy trust
4733,TR02097,St Margaret's Church of England Academy,08160433,10,Single-academy trust
4734,TR02098,"St Marie's School, A Catholic Voluntary Academy",08181858,10,Single-academy trust
4735,TR02100,St. Mark's West Essex Catholic School,07694563,10,Single-academy trust
4736,TR02101,St Martin-in-the-Fields High School for Girls,07984073,10,Single-academy trust
4737,TR02103,The St Mary Magdalene Academy,05412502,10,Single-academy trust
4738,TR02104,St Mary Magdalene Academy: the Courtyard,08619729,10,Single-academy trust
4739,TR02105,"St Marylebone Church of England Bridge School, The",08270125,10,Single-academy trust
4740,TR02106,"St Marylebone Church of England School, The",07719620,10,Single-academy trust
4743,TR02108,"St Mary's C of E Primary and Nursery Academy, Handsworth",08296506,10,Single-academy trust
4744,TR02109,St Mary's Catholic High School Academy Trust,08107212,10,Single-academy trust
4745,TR03026,St Mary's Catholic Primary School,09258843,10,Single-academy trust
4746,TR02110,"St Mary's Catholic Primary School (Academy Trust), Swindon",07697658,10,Single-academy trust
4747,TR02111,"St Mary's Catholic Primary School (Herringthorpe), A Catholic Voluntary Academy",08543115,10,Single-academy trust
4748,TR02112,St Mary's Catholic Primary School (Maltby),08543217,10,Single-academy trust
4749,TR02113,"St Mary's Catholic Primary School, Churchdown",07696498,10,Single-academy trust
4751,TR02115,"St Mary's CE Academy, Cheshunt",07999861,10,Single-academy trust
4752,TR02116,St Mary's Church of England Academy Trust,07733363,10,Single-academy trust
4753,TR02117,"St Mary's Church of England Academy, Stotfold",07999942,10,Single-academy trust
4754,TR02118,St Mary's Church of England Junior School,07716911,10,Single-academy trust
4755,TR02119,St Mary's Church of England Primary Academy,08441458,10,Single-academy trust
4756,TR02120,"St Mary's Church of England Primary Academy, Dilwyn",07745424,10,Single-academy trust
4757,TR02927,"St Mary's Church of England School, Norwood Green",08333406,10,Single-academy trust
4758,TR02121,St Mary's Church of England VA Primary Academy,08441554,10,Single-academy trust
4759,TR02122,"St Mary's Primary School, A Catholic Voluntary Academy",08722529,10,Single-academy trust
4760,TR02123,The St Matthew Academy Limited,05144640,10,Single-academy trust
4761,TR02124,St Matthias Church of England Primary Academy,07704001,10,Single-academy trust
4762,TR02125,St Merryn School,07808706,10,Single-academy trust
4763,TR02126,St Mewan Community Primary School,07734175,10,Single-academy trust
4764,TR02127,St Michael & All Angels Church of England Primary School,08233527,10,Single-academy trust
4765,TR02128,St Michael's Church Of England Academy Trust,07654237,10,Single-academy trust
4766,TR02129,St. Michael's Academy,08210739,10,Single-academy trust
4767,TR02130,"St Michael's CofE Primary Academy, Handsworth",08177570,10,Single-academy trust
4768,TR02131,St. Michael's Catholic College,08160034,10,Single-academy trust
4769,TR02132,St Michael's Catholic Secondary School Association,07601038,10,Single-academy trust
4772,TR02135,St Nicholas' CofE School Alcester,08248830,10,Single-academy trust
4773,TR02136,St Nicholas of Tolentine Catholic Primary School,08278118,10,Single-academy trust
4774,TR02137,St Nicolas' CE Combined School Taplow,08043695,10,Single-academy trust
4775,TR02138,St Osmund's CE Middle School,08066279,10,Single-academy trust
4778,TR02140,St Patrick's Catholic Academy Trust,08379733,10,Single-academy trust
4779,TR02141,St Patrick's Catholic Primary School,08135761,10,Single-academy trust
4780,TR02142,St Patrick's Church of England Primary Academy,07401748,10,Single-academy trust
4782,TR02144,St Paul's Academy Limited,05210075,10,Single-academy trust
4784,TR02145,St Paul's Church of England Primary School,07994514,10,Single-academy trust
4785,TR02711,St Peter and St Paul Catholic Primary Academy,08938098,10,Single-academy trust
4786,TR02146,St Peter's Catholic High School & Sixth Form Centre,07696728,10,Single-academy trust
4788,TR02148,St Peter's Church of England Primary Academy,08295240,10,Single-academy trust
4789,TR02149,St Peter's School Huntingdon,07702046,10,Single-academy trust
4790,TR02983,St Philomena's Catholic Primary School,09218084,10,Single-academy trust
4793,TR02151,St Stephen's Academy Canterbury,07441370,10,Single-academy trust
4794,TR02152,St Teresa's Catholic Primary School,08111345,10,Single-academy trust
4795,TR02153,St Teresa's Catholic Primary School Bristol,08260020,10,Single-academy trust
4796,TR02154,St Thomas Becket Catholic Primary School,08163424,10,Single-academy trust
4798,TR02157,St Thomas More Roman Catholic Academy,07844795,10,Single-academy trust
4800,TR02158,St Thomas of Canterbury Trust,08181927,10,Single-academy trust
4801,TR02970,St Vincent's Catholic Primary School,08934887,10,Single-academy trust
4802,TR02159,St Wilfrid's Church of England Academy,07671404,10,Single-academy trust
4803,TR02160,"St Wilfrid's Primary School, A Catholic Voluntary Academy",08182289,10,Single-academy trust
4805,TR02162,St Anthony's Free School,08232396,10,Single-academy trust
4807,TR02164,St. Catherine's Catholic Primary School (Hallam),08721728,10,Single-academy trust
4808,TR02165,North West Academies (St. Martin's) Limited,08203228,10,Single-academy trust
4809,TR02166,St. Thomas More Catholic Primary School,07696148,10,Single-academy trust
4810,TR02167,St. Thomas More High School,07696989,10,Single-academy trust
4811,TR02168,Stafford Leys Academy Trust,08054506,10,Single-academy trust
4814,TR02170,Staindrop School,07695172,10,Single-academy trust
4816,TR02172,Stanborough School,07900439,10,Single-academy trust
4817,TR02173,Stanchester Community School Academy,07677142,10,Single-academy trust
4821,TR02176,Stanton Under Bardon Community Primary School,08423592,10,Single-academy trust
4823,TR02178,Stapeley Broad Lane C E Primary School,08445776,10,Single-academy trust
4825,TR02180,Stars Trust,08810960,10,Single-academy trust
4826,TR02181,Staunton and Corse C of E Academy,07701954,10,Single-academy trust
4829,TR02944,Steiner Academy Bristol,08300393,10,Single-academy trust
4830,TR02183,Steiner Academy Exeter,07956691,10,Single-academy trust
4831,TR02184,Steiner Academy Frome,08102584,10,Single-academy trust
4832,TR02185,"Steiner Academy, Hereford",01532445,10,Single-academy trust
4834,TR02186,Stem Academy Educational Trust,07952115,10,Single-academy trust
4838,TR02189,"Stephenson Studio School Trust, The",07662709,10,Single-academy trust
4839,TR02190,Stewards Academy Trust,07770970,10,Single-academy trust
4840,TR02191,Stisted Church of England Primary Academy Trust,07769085,10,Single-academy trust
4841,TR02192,Stockland (C of E) Primary Academy Trust Limited,07717215,10,Single-academy trust
4842,TR02193,Stockley Academy,04302474,10,Single-academy trust
4844,TR02195,Stoke Bishop Church of England Primary School,08422944,10,Single-academy trust
4847,TR02197,Stone Soup Learns,07217174,10,Single-academy trust
4848,TR02198,Stone with Woodford C of E Primary School,08576916,10,Single-academy trust
4849,TR02199,Stonebow Primary School,08353034,10,Single-academy trust
4852,TR02201,Stour Valley Educational Trust Limited,07226557,10,Single-academy trust
4855,TR02204,Stowford School,07904075,10,Single-academy trust
4856,TR02205,Stradbroke High School,07921744,10,Single-academy trust
4857,TR02206,Stramongate School,07992440,10,Single-academy trust
4860,TR02208,Stratford Girls' Grammar School,07646003,10,Single-academy trust
4861,TR02209,Stratford School Academy,07710532,10,Single-academy trust
4862,TR02210,Stratford-upon-Avon School,07690776,10,Single-academy trust
4865,TR02212,"Streetly Academy, The",07841414,10,Single-academy trust
4866,TR02213,Stretton Sugwas Church of England Academy,07718539,10,Single-academy trust
4867,TR02214,Strood Academy,06914263,10,Single-academy trust
4868,TR02215,Stroud High School,07657741,10,Single-academy trust
4869,TR02216,Studley High School,07610791,10,Single-academy trust
4870,TR02217,Suckley School,07697002,10,Single-academy trust
4871,TR02218,Sudbury Primary School,08147330,10,Single-academy trust
4873,TR02219,Summercroft Primary School,07715667,10,Single-academy trust
4874,TR02220,Sunbury Manor School,07545019,10,Single-academy trust
4875,TR02221,Sunnyside Academy,08803924,10,Single-academy trust
4878,TR02223,Sussex Education Trust Ltd,07874411,10,Single-academy trust
4879,TR02224,Sutherland Primary Academy,07845470,10,Single-academy trust
4880,TR02225,"Sutton Academy, The",07103919,10,Single-academy trust
4881,TR02226,Sutton Coldfield Grammar School for Girls Academy Trust,07543893,10,Single-academy trust
4882,TR02227,Sutton Grammar School Trust,07633715,10,Single-academy trust
4883,TR02228,Sutton Park Primary School,08426042,10,Single-academy trust
4884,TR02229,Swakeleys School for Girls,07570315,10,Single-academy trust
4887,TR02231,Swallowdale Primary School,08383047,10,Single-academy trust
4889,TR02233,"Sweyne Park School, The",08401607,10,Single-academy trust
4890,TR02942,Swindon UTC,07941864,10,Single-academy trust
4891,TR02234,"Swinton High School Academy Trust, The",07633705,10,Single-academy trust
4897,TR02238,Tanworth in Arden Academy Trust,08210410,10,Single-academy trust
4901,TR02241,Tarporley High School and Sixth Form College,08100344,10,Single-academy trust
4902,TR02242,Tatworth Primary School,07700773,10,Single-academy trust
4905,TR02244,"Taunton Academy, The",07035873,10,Single-academy trust
4906,TR02245,Taverham High School,08204680,10,Single-academy trust
4910,TR02248,Teddington School,08130502,10,Single-academy trust
4911,TR02249,Teesdale Education Trust,07680893,10,Single-academy trust
4913,TR02251,Teesside University Trust for Academies (Academy for Thornaby),07182771,10,Single-academy trust
4917,TR02254,Temple Ewell Church of England Primary School,08574691,10,Single-academy trust
4918,TR02255,Temple Grove Academy Trust,08309965,10,Single-academy trust
4921,TR02257,Testwood Sports College,07703800,10,Single-academy trust
4922,TR02258,Tewkesbury School,07840060,10,Single-academy trust
4924,TR02260,Thames Primary Academy,08228024,10,Single-academy trust
4925,TR02261,Thames View Infants,08163191,10,Single-academy trust
4926,TR02262,Thamesmead School,07686145,10,Single-academy trust
4931,TR02891,The Archbishop Lanfranc Academy - Coloma Trust,09187505,10,Single-academy trust
4938,TR02577,The Brent Primary School,08833097,10,Single-academy trust
4942,TR02673,"Cathedral Church of England Academy Trust (Wakefield), The",07846823,10,Single-academy trust
4943,TR02576,The Cavendish High Academy,08789220,10,Single-academy trust
4970,TR02578,The Gateway Primary Academy,08830753,10,Single-academy trust
4973,TR02267,"Gryphon School, The",08130468,10,Single-academy trust
4977,TR02920,The Heights Primary School,08334593,10,Single-academy trust
4982,TR02937,The Inspiration Learning Co,08333589,10,Single-academy trust
4985,TR02575,"JCB Academy Trust, The",06346630,10,Single-academy trust
5023,TR02649,The Sandon Trust,08922806,10,Single-academy trust
5030,TR02651,The Snaith School Academy Trust,08920524,10,Single-academy trust
5043,TR02928,The Watford UTC,08599329,10,Single-academy trust
5048,TR02274,Theale Green School Trust,08644023,10,Single-academy trust
5050,TR02277,"Thomas Aveling School, The",07715900,10,Single-academy trust
5051,TR02278,"Thomas Cowley High School Limited, The",08149761,10,Single-academy trust
5052,TR02279,The Thomas Deacon Academy,05090788,10,Single-academy trust
5056,TR02282,Thomas Keble School,07698037,10,Single-academy trust
5057,TR02283,Thomas Mills High School,07605059,10,Single-academy trust
5059,TR02284,Thomas Wolsey School,07849180,10,Single-academy trust
5060,TR02285,Thornden School,07562918,10,Single-academy trust
5061,TR02286,Thornhill Community Academy Trust,08073959,10,Single-academy trust
5062,TR02287,Thornton Community Primary School,08430135,10,Single-academy trust
5064,TR02289,Three Ways School,08488749,10,Single-academy trust
5066,TR02291,Thringstone Primary School Academy Trust,08514901,10,Single-academy trust
5067,TR02292,Thrunscoe Primary and Nursery Academy,08018237,10,Single-academy trust
5068,TR02293,Thrussington Church of England Primary School,08248063,10,Single-academy trust
5069,TR02294,Thrybergh Academy & Sports College,08290708,10,Single-academy trust
5070,TR02295,Thurstable School Sports College and Sixth Form Centre,07694325,10,Single-academy trust
5071,TR02296,"Tiffin Girls' School, The",07538459,10,Single-academy trust
5072,TR02297,Tiffin School,07547311,10,Single-academy trust
5073,TR02298,Tile Hill Wood School and Language College,07654273,10,Single-academy trust
5074,TR02299,Timberley Academy Trust,08025958,10,Single-academy trust
5076,TR02300,"Titan Partnership Trust Limited, The",07947806,10,Single-academy trust
5077,TR02301,Toddington St George Church of England Academy,08285812,10,Single-academy trust
5080,TR02303,Tolworth Girls' School And Sixth Form,07700838,10,Single-academy trust
5081,TR02304,Tonbridge Grammar School,07455728,10,Single-academy trust
5082,TR02305,Tor Bridge Academy Trust,07584372,10,Single-academy trust
5088,TR02308,Torquay Girls' Grammar School,07494620,10,Single-academy trust
5089,TR02309,Torre Church of England Academy,08594520,10,Single-academy trust
5090,TR02911,Tottenham U.T.C.,08291601,10,Single-academy trust
5091,TR02310,"Totteridge Academy, The",07695342,10,Single-academy trust
5092,TR02915,Tower Hamlets Enterprise Academy Ltd,08632527,10,Single-academy trust
5093,TR02311,Tower Road Academy (Primary),07629129,10,Single-academy trust
5094,TR02312,Towers School Academy Trust,07552058,10,Single-academy trust
5095,TR02862,Townfield Primary School,09119526,10,Single-academy trust
5096,TR02313,Townley Grammar School,07844587,10,Single-academy trust
5100,TR02640,Tredworth Infant School,08895977,10,Single-academy trust
5101,TR02315,"Tregolls School, An Academy",08180623,10,Single-academy trust
5105,TR02319,Trewirgie Infants School,07652964,10,Single-academy trust
5106,TR02320,Trewirgie Junior School,07652476,10,Single-academy trust
5107,TR02321,Tring School,08056991,10,Single-academy trust
5109,TR02323,Trinity Academy,04916397,10,Single-academy trust
5112,TR02325,Trinity Church of England High School,07878966,10,Single-academy trust
5114,TR02326,Trinity High School and Sixth Form Centre,07704968,10,Single-academy trust
5115,TR02935,Trinity London Academy Trust,07847013,10,Single-academy trust
5117,TR02327,Trinity School Sevenoaks Ltd,07949294,10,Single-academy trust
5118,TR02328,"Trinity School, A Church of England Academy",07697485,10,Single-academy trust
5129,TR02334,Tweendykes School,08432506,10,Single-academy trust
5130,TR02335,Twickenham Primary School,08601624,10,Single-academy trust
5136,TR02340,"Tyrrells Primary School, The",07799872,10,Single-academy trust
5137,TR02631,Tytherington School,08920320,10,Single-academy trust
5140,TR02341,"UCL Academy, The",07024902,10,Single-academy trust
5144,TR02344,Unity City Academy Trust,04357009,10,Single-academy trust
5145,TR02346,University Academy Keighley,07134810,10,Single-academy trust
5161,TR02350,"University Technical College for New Technologies at Daventry, The",07637061,10,Single-academy trust
5163,TR02352,Upperwood Academy,08152109,10,Single-academy trust
5164,TR02353,Uppingham Community College,07556159,10,Single-academy trust
5167,TR02355,Upton Hall School FCJ,07952451,10,Single-academy trust
5168,TR02356,Urmston Grammar,07335020,10,Single-academy trust
5169,TR02357,Ursula Taylor Church of England School,08606536,10,Single-academy trust
5170,TR02358,"Ursuline Academy Ilford, The",07737159,10,Single-academy trust
5171,TR02907,UTC Cambridge,07911604,10,Single-academy trust
5172,TR02359,UTC Reading Trust,07652565,10,Single-academy trust
